question,WikiLength
12199,10672
110504,0
12956,36764
12202,8904
110507,16178
110508,17357
110509,35365
110510,43369
12212,20963
110519,61500
110520,33766
12222,20963
110527,78186
110529,66437
12226,16692
12229,34546
12230,16492
110537,28000
110538,39455
110539,18645
110540,33481
12237,27809
12240,19647
12241,34546
110546,17790
110547,9877
110548,38550
110549,16619
110555,26075
110556,10280
110557,7329
110561,30719
12258,42458
12259,16692
110564,66112
12263,13347
12264,11413
110569,28000
110572,12041
110573,22653
12270,48963
110575,28000
12274,5525
110581,13726
110583,52143
110584,18098
12281,33766
110586,58622
110587,21154
110588,18555
110589,16387
110592,9812
12291,45916
12292,6735
12293,44453
12300,50185
12303,51104
110614,28101
12312,12815
110617,52181
110618,9859
110621,30657
110623,0
12320,7181
110625,51660
110629,0
12326,1232
12977,52030
110636,22538
110639,19776
110640,10997
12340,27046
110645,44415
110653,28000
12351,28000
12357,41015
12360,28000
110670,28003
12367,8688
12368,57319
110675,23431
110677,14565
12374,6735
12375,28000
12381,11097
110687,12692
110688,4469
12386,11711
12388,13347
110695,130943
12393,28393
110698,37124
12395,11413
12396,18464
12399,24407
110706,0
12403,20862
12404,12495
12406,11413
110711,13381
110712,17358
12409,12815
12412,38463
12414,30434
110721,6130
12419,12808
12420,50185
12421,17544
12422,14636
110731,52138
12428,10151
110733,51364
12430,38463
12432,30434
12433,4819
110741,20466
12439,57351
12443,7062
12444,27046
12446,28000
12447,8163
110755,76678
12452,12815
12454,51879
12455,9782
12458,51104
12459,11711
110764,29627
110769,17703
110773,55454
12471,31854
110778,17675
110780,4697
110784,30261
110785,28000
12484,12495
110794,31939
105847,28000
12494,10151
12499,66112
12504,36764
110809,38311
110813,17207
110814,29754
110816,9343
12513,45916
110818,69468
110823,17357
12521,15368
110827,7384
110828,42856
13010,38280
110831,16775
110832,82821
12529,34407
110835,8040
12534,5525
12538,51879
12540,29520
12542,12808
110847,66437
110851,20732
111318,21345
12550,13648
110855,19236
12553,16159
12557,14316
12559,44453
110866,28000
12563,30434
12564,51879
110869,72969
12566,13648
110871,9643
110872,28000
110874,28000
110879,19971
110880,7792
110882,19776
110883,38059
110886,7411
110887,33984
110893,0
12590,11711
12595,36764
12596,13642
110903,27859
12600,33766
110908,6892
12605,10151
12606,38463
110912,11899
110914,3993
110915,923
12612,15368
12613,66112
12614,28000
111329,11804
110920,24091
110924,4225
12622,9812
110927,39430
12625,48963
110930,31854
12627,51879
12630,12090
110935,12336
110937,13664
12635,12767
12638,10973
12639,33766
12641,11711
12642,14316
12643,24904
12645,15587
110952,26627
110957,74148
110958,28000
110959,25755
110960,27360
110963,17703
12660,8163
110966,36538
12665,13648
110970,10672
110971,22719
110972,15410
110978,12118
110986,28000
110993,14584
12690,15368
110999,69236
111003,30926
12705,44050
111012,21504
12709,59088
12710,8688
12711,5525
111018,325
12715,20518
111021,7131
111022,13854
12720,38280
12721,75314
111026,16761
111029,39513
111030,11065
12727,5525
12728,31854
12730,37124
111035,39226
111037,12111
12734,12111
12735,34407
12738,18464
111043,10090
111046,22539
111049,7907
12749,57319
111054,0
111055,17526
111062,13161
111065,0
111066,23357
111071,9812
12770,33766
12771,7062
12773,64887
12776,12815
111081,21810
111083,651
111088,3098
12790,45916
12791,59941
12793,24407
12795,20518
111100,15194
111111,7062
12809,25465
12811,1282
12813,38463
12814,11084
12816,33766
12817,57351
111127,7336
12824,13347
12825,11413
111131,4225
111132,2418
12829,34407
111137,72321
12835,10973
12838,12090
12842,18555
111147,3693
12846,48583
111154,13303
111155,9472
12856,57319
12858,13648
111163,19026
111166,12111
111170,8249
111176,13079
111178,62838
12876,12090
12877,11097
111187,9981
12885,51879
12888,51104
111195,2752
6976,13229
12898,33766
12901,16159
111206,12686
12905,22499
12907,28000
111212,19127
12912,3955
12913,15587
12917,31854
111223,4292
12922,18464
12926,22318
12927,11084
12928,12111
12929,25465
13078,28000
111238,5467
12935,15587
12936,64887
12937,11115
12944,45916
12945,9782
12946,9812
111251,36594
12948,28000
111253,0
12950,37124
12952,52030
12953,13743
12954,11097
111260,26627
111261,12763
12958,48682
111263,25438
111264,22499
12964,75314
111270,325
12970,41015
111277,38280
12974,57319
111281,5749
12978,28000
111283,18506
111284,24357
111287,2294
13087,38280
111293,7094
111294,15064
111297,15740
111299,101144
111300,28101
12997,18555
12998,12495
12999,10973
13001,15368
13003,59941
13005,26285
111312,84962
111314,28000
111317,7384
13014,57319
13017,12111
13018,28393
111324,4874
13023,29520
13025,13743
111333,20056
111335,51048
13032,51879
111340,4936
111341,54786
13038,6735
111347,20532
13046,44453
111354,1119
111358,30262
13055,13347
13056,28000
13062,2577
111369,24029
111372,9961
13070,18464
111405,36849
13072,17677
111379,10295
111380,24029
111382,0
111384,3292
13083,25239
111389,12336
111391,53733
13090,8688
13091,39226
13093,25239
13095,44050
111400,5469
13100,20056
13101,63664
13109,12495
13110,44453
13115,5525
13116,57351
111421,5715
13118,14837
13120,20518
111426,25755
13125,12767
13126,20056
13131,12111
13134,59941
13138,28393
13139,52030
13140,17544
13141,14316
13142,13648
13143,22499
111448,26575
111449,13193
111450,6057
13147,15767
111452,7452
13149,28774
13150,15587
13153,18532
13155,64887
13157,33766
111465,30657
13162,10151
111467,12487
111469,17677
13167,57319
13168,14837
13169,14316
13172,15368
13174,26285
13175,8688
13178,28774
13183,7181
13184,40274
111489,56197
111492,48682
111495,13648
13195,27046
13196,4874
111502,2577
111504,54786
111519,64887
111520,13347
111521,15587
13220,5525
13221,18555
105969,18528
111532,33892
13229,32029
111535,15767
13233,1282
13234,36764
13235,45916
13236,28774
13240,33766
13243,62256
13244,57351
111551,61500
13253,31854
13255,36764
13258,12111
111563,36898
111565,50185
13262,25239
13264,10208
111575,41015
111577,44597
111578,7181
13277,11097
111583,8904
13280,13648
13282,28774
13283,13743
111588,16158
111591,12495
13289,19971
111594,36764
13291,17677
13292,22318
13293,12090
13294,4874
13296,26285
13297,27046
111603,12090
111604,24904
13305,0
13306,1282
111613,12111
111614,13425
111445,26170
111618,49149
111624,20518
111633,42348
111634,9782
111639,22617
12091,33101
111647,75995
111651,28000
13148,51104
111658,8688
111659,15534
111666,18532
111454,76160
111681,10208
111687,84962
111691,119270
111693,0
111698,28000
111712,75314
111713,26285
111726,76226
111730,119270
111740,28000
111744,32461
111751,24160
111752,119270
111754,80539
111770,15534
111782,28000
111801,3843
111806,13079
111822,45770
111826,28000
111848,9893
111849,16331
111851,17300
111853,47789
111854,24904
111856,17675
111857,17943
111863,75167
111867,30584
111869,28000
111871,23519
111875,85235
111877,43662
111878,28000
111887,11555
111894,12041
111896,13488
111901,15610
111912,77512
111919,28000
111937,50827
111939,28000
111942,13854
111944,13526
111946,16215
111951,34834
111952,92493
111960,27046
111963,20384
111968,14587
111971,23431
111973,10263
111976,4697
111983,34481
111985,9529
111986,33497
111987,32105
111988,14000
111992,19776
111996,24357
112005,51364
112008,62203
112009,13467
112013,26089
112018,28690
112019,982
112022,52723
112025,9224
112026,46974
112027,37393
112034,28000
112041,13745
112042,29844
112044,40564
112047,14059
112050,15194
112051,5792
112052,28000
112053,11712
112064,28000
112066,17357
112078,75339
112081,26799
112091,73440
112092,5981
112093,19971
112096,21810
112102,22862
112103,15810
112107,28544
112108,48674
112110,47768
112113,51024
112114,31854
112120,12686
112125,42856
112129,35907
112130,0
112140,41087
112143,4876
112152,14485
112155,19859
112165,48024
112168,0
112169,36324
112174,28000
112272,10784
112334,28000
111566,25196
112349,14565
112376,60575
112385,4469
112397,12487
112400,12336
112409,15143
112411,28000
112412,9850
13274,15587
112415,18295
112418,48583
112423,28000
112424,32850
106119,10240
112431,34402
112435,19986
112436,34546
112441,15880
112443,35497
112445,18509
112450,3462
112454,50756
112455,10457
112457,28000
112459,9812
112461,23022
112463,29939
112466,9529
112467,12982
112469,39513
112470,8459
112471,20205
112472,20847
112474,84962
112475,73440
112477,10263
112488,40983
112496,11263
112497,4292
13290,50185
112514,31782
112522,24773
112523,27211
112527,11065
112531,28568
112532,20158
112536,30434
112537,12574
112538,11569
111600,21542
112551,18667
112552,13648
112555,9033
112564,13467
112567,22653
112568,20997
112579,22539
112584,3736
112588,41015
112589,16998
112593,39781
112594,33766
112601,25612
112616,21905
112619,36407
112621,57543
112624,52796
112628,14896
112629,10490
112631,29787
112634,62704
112638,61500
112641,130943
2390,23313
112648,10222
112652,46265
2392,30657
112666,16990
112669,18528
112671,31608
106160,12923
112693,12692
112709,28000
112715,0
112717,12539
112725,16128
112729,6276
112743,28852
112744,10208
112754,15319
112755,28000
112757,47052
112768,12312
112775,18667
112776,67430
112784,19986
112787,21297
112789,17677
112797,4874
112813,0
112817,18448
112818,15204
112819,60493
112820,3159
112824,7226
112825,64152
12099,34546
112849,9578
112850,26957
112852,18860
112861,36070
112864,37065
112875,18448
112876,15204
112877,60493
112878,3159
112882,7226
112883,64152
112889,9981
107417,11543
112937,23313
112953,26575
112960,26390
112962,34237
112970,74432
107420,15339
113010,14671
113013,9643
113018,28000
113022,0
113029,14584
113030,18461
113051,16178
113057,21345
113071,21504
113102,17792
113108,325
113115,50579
7931,78186
113138,20384
113149,9717
113152,51049
113153,28000
113163,44453
110699,50756
113173,10932
113176,26575
113182,38059
113222,28000
113225,2953
113226,3693
113227,25906
113231,17230
113233,28000
113241,23731
113244,18020
113245,36594
113248,44597
113254,4876
113257,19064
113258,0
113268,18463
107429,36538
7959,28000
113299,12923
113308,33892
113315,46822
113320,0
113323,982
113341,26170
113356,30123
113376,27856
113381,63664
113383,8150
113385,22038
113387,60575
113396,22110
113397,19484
113401,18448
113402,41491
113415,22412
113417,17777
113426,3292
113427,12329
113446,9224
113462,45916
7989,28000
110710,12639
113558,8150
113571,28000
5964,15501
113578,48674
100850,17526
113586,9643
113590,43452
113592,37124
113593,58622
113595,6291
113596,34481
113597,16158
113600,12982
113605,118099
113607,36407
8012,28000
113610,12767
113612,34952
113615,46974
113621,41973
113628,23677
8016,34895
113636,32314
8017,28000
113640,56430
113651,18464
113653,0
113659,58294
113660,14995
113662,38463
107442,47284
113666,38426
113667,44946
113669,7329
113679,21238
113681,77473
113683,35715
113685,651
113693,5051
113702,28445
113707,23416
113712,16331
113715,69236
113718,49414
113719,27827
113720,0
113722,17207
113723,75565
113725,70181
113726,94481
113728,48835
113732,13075
113733,64109
100876,44946
113740,40564
110718,14896
113742,15630
113743,28000
113745,62070
113746,46501
113747,22602
113750,62704
113756,76727
113758,32029
113762,29886
104172,5718
113768,12730
113769,48024
113770,26089
113773,48963
113775,17755
113781,40898
113782,22566
113784,51364
113787,30584
113788,49054
113791,35497
113792,14485
113794,30016
8043,43819
113796,82821
113797,41087
113798,24273
113799,8110
113800,18645
113802,38550
113811,27809
113815,41015
113818,30243
113824,50309
113826,73440
113827,74200
113828,77512
113830,13526
113832,43792
113835,26170
113836,40484
8050,28000
113838,25906
113844,41435
113846,11263
113849,51660
113850,12495
113852,12073
113859,32029
113860,50827
113864,53733
113865,54484
113867,37243
113869,18375
113870,48674
113871,34819
107449,14285
100899,0
113878,11543
113879,14014
113882,38280
113884,19511
113887,36921
113888,22499
113891,14108
113894,7226
113895,44946
113897,28000
113899,34952
113901,36181
113908,30016
113910,19986
113913,44904
113917,19855
113920,14485
113924,38463
113926,42856
113928,49375
113930,27827
113932,19776
113933,26075
113936,18165
113940,36764
113944,71546
113947,18098
113949,1288
106373,0
113954,18977
113955,6249
113958,32105
113959,8249
113961,57457
113962,55454
113973,19064
113977,5715
113978,74200
113980,18509
113981,72969
113982,28000
113983,28000
113986,8688
113987,40564
113990,26472
113994,22035
113995,30657
114000,43662
114002,18463
114003,45916
114007,26946
114008,51387
114009,50419
114012,907
114017,11676
114020,40757
114023,28000
114025,48024
114027,26231
114038,41472
114041,9458
114044,13664
114046,11097
114048,13726
114054,14124
114056,51952
114057,11084
114060,44840
114061,61478
114063,80539
8088,28000
114066,58867
114071,28000
114073,52319
114076,10718
8090,18098
100933,20532
114082,23519
114088,28697
8092,31608
114090,20505
114092,52138
106397,15677
114105,26487
114106,33857
114107,58294
114109,32014
114111,16158
114114,12767
114117,51249
114118,25586
114120,10240
114123,48050
114126,34481
114127,28000
114128,28000
114131,25004
114133,13488
114135,43056
114139,22073
8101,0
5983,33695
114147,77512
114151,5540
114152,26390
114189,39455
114196,46265
114200,65990
114216,19026
114218,11855
114244,15987
114252,35251
8121,0
114272,22496
114276,0
110736,7226
105281,58008
114304,11058
110737,15610
114320,22653
114322,11548
114334,49414
8133,60692
114338,0
114346,48050
114359,45974
114371,11263
114388,8294
114408,33857
114438,17703
114441,38665
114444,20205
114447,69328
114448,22862
8152,22891
114454,23731
100996,38665
114458,14833
114469,35365
114470,52319
114474,7220
114479,69353
2698,26231
114508,50309
114509,21712
114513,12686
114524,9572
114525,51063
114541,11877
114564,31552
114565,3292
114569,23358
114576,18532
114580,907
8176,10678
8179,46974
110747,7870
114623,57855
114635,11304
114641,14671
114645,18463
114664,13642
114668,14708
114670,15573
114678,13079
114681,43662
114685,26472
114691,63594
114692,12923
114693,35490
114708,44453
114709,75339
106501,16775
114727,21112
114733,11513
114753,7062
104205,27345
114760,0
114767,12730
101050,28000
114786,28000
114795,26170
114806,35951
114808,73440
106516,32392
114814,7001
114818,4888
101057,4155
114834,41078
114848,47477
106523,20544
106525,31246
114874,16761
106528,17562
114901,33491
114905,15143
114944,17943
114948,12692
114952,33857
114955,15017
114967,26957
114973,14055
114975,26860
114988,64887
115015,47472
115024,62838
2790,15163
2794,24160
2802,9134
106568,84962
115142,28371
115152,33491
115157,6181
115158,4603
115169,4888
115171,52181
106577,18375
115176,51048
2812,13079
115181,11634
115190,7181
115197,22808
115205,11877
115221,28000
115224,73488
115230,15126
115233,32215
115234,2752
106587,47399
115241,9544
115250,9368
115278,40274
115283,8953
115292,40983
115302,28000
115305,20862
115324,69328
115330,9458
115337,64887
115347,0
115357,26575
115362,52138
115365,11084
115369,28000
115370,20898
115388,21112
106613,17790
115397,41472
115410,19841
2851,28000
115424,14708
115428,3292
106624,65509
115476,11115
115482,12686
115485,9044
115486,13726
115492,21172
115499,12831
115500,15987
115508,54668
115509,3693
115512,18464
115516,24407
115518,28000
115521,48009
115529,34112
115532,10672
105322,43220
115538,16149
115539,54838
115540,81010
115543,32105
115544,35907
115545,11555
115548,56197
115550,9643
115552,6148
115559,28000
101180,6185
115565,12495
115570,64109
115575,10932
115576,18176
115577,33892
115582,29844
115583,28000
115586,14101
115587,22059
115588,45861
115589,26335
115592,40217
115593,36921
115597,33766
115599,23416
115603,38550
115609,40575
115621,30180
115622,7542
115625,76727
115632,28445
115633,6800
115638,12336
115642,17263
115645,9458
106656,52143
115653,46245
115661,34153
115669,84962
115671,14285
115674,17544
115684,12111
115689,22862
115693,19545
115698,76727
115702,18526
115707,34819
115712,41491
115716,47052
115722,43792
115729,13467
115731,20466
115733,62256
115734,9300
115735,13357
115740,59088
115744,57680
115750,11304
115751,82821
115752,18977
115753,30604
115755,2492
115757,41078
115760,40757
115761,47477
115763,8459
106676,65509
115770,48432
115771,6080
115774,22891
115775,20532
115777,26689
115779,51104
115780,40411
115783,31939
115785,3098
106680,51057
115815,14285
115817,43819
115836,73488
115844,48024
115865,43819
115884,46265
115894,15126
115898,34237
115907,32700
115915,75403
115934,18461
115940,65990
115943,11712
115945,5540
115950,11575
115960,35907
115962,22496
115985,72321
115986,20774
115992,26089
116002,4851
116014,12118
116015,41087
116025,63594
116029,10997
116050,14671
116058,16149
116061,0
116062,40575
116067,28000
116094,13303
116105,11127
116117,10263
116125,0
116128,30180
116133,2752
116137,28000
116143,12639
116148,69236
116156,23357
116208,42836
116234,982
106754,28000
116244,29886
116250,17718
116258,78186
116264,17792
106761,11065
116289,101144
116293,67502
116294,24226
116307,30180
3002,36012
116330,37065
116332,28000
116333,69600
116335,52181
116341,15204
3007,69468
116348,27409
116362,73488
116375,15930
116382,39430
116389,5315
116403,19045
116406,14833
106784,8459
116441,63170
106790,28000
116462,51024
116463,6080
116473,4000
116474,2752
116475,12643
116480,12831
116486,26627
116489,28445
116492,22566
116503,28000
116504,14368
116507,17526
116508,29844
116509,13243
116510,0
116512,101144
116513,8439
116521,10704
116524,1232
106802,34546
116530,28000
116534,14101
116535,0
116538,10090
116539,13648
116540,32461
116542,35174
116557,0
116572,33766
116592,119270
116600,3227
116608,58867
116622,22891
116624,75167
116626,19026
106819,21238
116634,18667
116638,28000
116639,6892
116641,22035
116648,65509
116651,29754
116669,20643
116671,31705
116672,25586
116675,29315
116682,22539
116686,0
116694,21297
116695,15194
116710,14584
116732,20963
116735,12329
116741,33695
116747,25729
106841,11634
116765,34455
106847,24029
116815,63664
106852,0
116846,10784
106856,44453
7165,16998
116890,44597
116918,41217
106870,17755
116970,21016
116986,28000
116996,58008
117050,29844
117053,9850
117055,21856
117057,14587
117058,7220
117061,19855
117062,0
117063,28000
117064,6291
117065,118099
117076,39341
117077,15767
117080,28000
117082,24273
117085,37775
117088,73440
117093,10725
117094,55494
117095,20466
117096,11855
117100,8459
117101,38280
117103,57351
117106,35703
117107,51952
117109,30111
117110,20896
117120,29763
117126,45974
117133,43651
117135,21905
117137,36297
117139,47768
117141,61500
117144,14896
117147,18511
117152,30433
117159,38463
117161,21276
117167,28000
117168,43220
117181,22412
117183,51387
117186,0
117188,9643
117190,13982
117194,19511
117200,58335
117204,28000
117209,651
117210,21066
117214,28000
117215,27156
117218,34481
117220,19971
117222,24915
117226,28000
117227,34952
117229,20455
117231,28000
117232,64109
117235,26204
117236,52943
117237,57855
117239,57680
117240,8249
117242,77512
117249,32978
117256,50185
117258,28000
117259,63664
117260,28000
117261,23357
117263,9893
117265,9544
117269,50827
117270,28000
117271,29787
117272,39430
117273,25586
117279,16215
117282,21659
117283,10222
117294,26170
117297,4292
117300,13536
117303,28000
117304,33497
117310,119270
117314,94481
117316,11634
117326,24226
117327,42856
117329,16492
117332,16234
117333,17357
117338,9272
117346,0
117348,29627
117354,12329
117362,71018
117365,62256
117369,11634
117371,73648
117374,76226
117376,17677
117379,20847
117381,35490
117384,119270
117385,10718
117391,72024
117395,10457
117397,22038
117398,18387
117403,36294
117404,20455
117405,24915
117408,93745
117409,4851
117415,20532
3186,24029
117424,26515
117425,18511
117428,60493
117429,5315
117430,5715
117435,51787
117436,47109
117443,6535
117444,4225
117454,51057
117459,29763
117460,33695
117463,79515
117465,37504
117467,66961
117468,47052
117469,24811
117471,11902
106960,3159
117475,9343
117480,16374
117482,36849
117486,28000
117487,26231
117493,26180
117496,4819
117509,8459
117516,56430
117518,33101
117522,25004
117523,9877
117527,14014
106970,16456
117535,12118
117539,67087
117541,4874
117543,52943
117545,15064
117547,70138
117550,6276
117551,2818
117553,19647
117555,15610
117562,40898
117564,62203
117569,29520
117570,57543
117574,10126
106977,18020
117576,30111
117577,11824
117578,12495
117580,14015
117586,58294
117590,22110
117592,30719
117595,29134
117599,10490
117600,5017
117601,4450
117603,26946
117611,18805
117614,22035
117619,21586
117620,30413
117623,38111
117624,9626
117627,60575
106986,6535
117632,29939
117642,12808
117643,12982
117644,29644
117647,25080
117648,39134
117651,95884
106990,9578
117656,67430
117662,14300
117663,0
117671,10240
117681,25586
117684,16875
117688,16234
117689,15017
117692,12730
117693,51104
117701,34481
117702,24357
117707,11855
117708,56430
117713,14684
117719,19841
117720,39430
3237,28000
117733,57543
117734,8163
117736,26180
101544,17770
117746,5792
117747,62838
117749,30543
117751,7542
117757,36764
117763,11036
117764,22318
117770,82821
117773,30413
8707,14108
117788,45916
117789,27705
117796,20056
107015,26957
117807,3955
117809,4874
117811,6181
117816,15810
3252,25736
117822,40757
117831,25196
117834,12767
117840,38311
117843,25465
105096,74200
117854,59088
117863,28000
117869,85530
117871,2577
117884,26285
117886,44597
117890,22035
117891,59941
117900,0
117901,31854
117903,0
117907,41015
117908,66961
117910,12312
117914,33766
117916,9437
117917,10151
117920,15534
117923,42856
3273,19236
117953,20518
117956,12487
107042,2418
117970,72321
117973,37504
107044,54484
117983,34895
117987,26089
117989,49439
117995,11899
118009,15204
118010,12647
118020,29787
118036,17562
117977,51787
118050,21112
118066,9850
118067,5981
118068,16149
118079,47214
118083,17755
118086,8439
118090,36538
118091,10222
118105,9544
118111,48674
118117,43430
118119,0
118131,28000
118135,13822
107071,52319
118147,12384
118149,12312
118150,28000
118192,25438
118201,20432
118207,8294
107084,18667
107085,27211
118256,27156
118273,14684
118281,5749
118282,7373
118291,13822
118299,63594
118328,9134
3338,32392
118334,12639
118382,1187
101651,16387
118392,36034
107114,12608
118398,28000
118407,0
118039,22862
118413,29520
118419,1288
118431,28000
118435,33857
118441,13243
118455,13648
118457,3736
118466,28000
118467,5540
118471,19647
118476,15194
118482,13648
118485,33857
118487,4225
118493,49054
118496,19776
118497,28544
118500,12073
118502,41472
118510,32566
118520,16632
101675,38311
118537,21851
118538,16387
118545,12647
118546,31939
118547,78186
118548,0
118550,9850
118556,41217
118558,101144
118562,24696
118568,3462
118570,21699
118572,11711
118584,15810
118588,59088
118590,33481
118597,14390
118602,27872
118603,66961
118604,36407
118605,39689
118608,10029
118610,3693
118612,12763
118614,18387
118615,23677
118618,0
118619,29939
118630,77512
118633,11548
118636,41015
118650,5051
118652,12565
118654,18506
118656,49439
118661,24029
118662,7336
118666,5530
118668,17544
118669,14995
118670,23003
118677,30123
118680,52943
118686,10280
118690,70181
118691,15784
118695,14055
118698,18509
3399,80539
118700,47789
118705,35782
118707,50185
118720,23183
107168,11065
118724,15987
118732,51387
118736,28000
7227,11569
118741,22653
118743,57457
118745,28000
118748,20518
118761,32105
118765,57855
118766,55454
118767,10089
118775,5423
118777,35782
118785,15630
118787,32014
118788,29644
118790,13425
118791,26957
118795,28000
118796,7001
118805,16387
118808,30243
118810,16998
118814,11314
118821,18860
118830,66563
118832,17912
118839,27705
118844,17263
118849,16149
118855,22110
118857,14584
118861,15770
118862,24029
118866,28000
118867,5069
118870,20544
118877,17526
118878,26472
118879,37393
118880,25755
118892,20997
118897,17943
118902,5718
118905,17459
118906,13673
118907,28000
118909,23478
118919,22064
118920,11413
118922,5017
118925,36295
118926,5749
118932,48835
118933,2418
118936,28000
118939,26335
8901,35339
118948,54114
118956,19841
118966,10672
118967,12487
118968,16761
118975,27156
118980,31608
107212,13229
118986,23416
118987,23022
118994,14300
119000,0
119001,17738
119003,130943
8327,5315
119010,21161
119011,21504
119018,7094
119025,23183
119027,15697
119028,33481
119030,25239
119032,6168
119033,16409
119035,82761
119037,36070
119039,24029
119040,5981
119042,11634
119049,17675
119050,6181
119057,29939
119060,46943
119066,10062
119067,24811
119070,48583
119071,18511
119073,22617
119090,12574
119097,21276
119100,28000
119105,5423
119109,7914
119110,28000
119113,27872
119115,14674
119116,36764
7240,46245
119129,17545
107237,77512
119149,17396
119151,51104
119154,45285
119155,13381
119162,13425
119163,17263
119164,1187
119166,29763
119174,4888
119179,26170
119186,23111
119191,19653
119195,28000
119202,42856
119206,34407
119211,14316
119215,16990
119217,14584
119219,7452
119223,50712
119230,31504
119241,6593
119242,4450
119245,0
119246,20643
119254,27827
119255,28000
119260,28000
119261,37124
119263,41472
119272,74432
119276,35042
119283,11664
107262,18645
119296,0
119298,12539
119306,16128
119310,6276
119314,74432
107268,42856
119344,43662
119348,13642
119351,22808
119353,19545
107275,8764
119374,76678
119402,33984
119403,47768
119406,65965
119415,10457
119422,12487
119426,13645
119451,130943
119474,17526
119478,67809
119491,7181
119498,4526
107302,10705
119539,14059
119554,52943
9003,11513
3544,82821
119600,51660
119607,28000
119616,46245
119618,12388
119619,10631
119623,28000
119624,15163
119633,13229
119642,20646
119647,34237
119650,7094
119654,17944
119656,27046
119661,11513
107325,44453
119671,20577
107329,58294
119693,43575
119714,26805
119715,24568
119716,40274
119723,3736
119735,82821
119746,26689
119747,7373
9038,27629
119782,16178
119790,38280
119791,56430
119792,23431
107347,13357
119796,39689
119806,33849
119808,52181
119810,63594
119813,29134
119821,75995
104891,21154
119834,18526
119846,29520
119852,43819
119866,12730
119869,32314
119877,18375
119881,82761
119882,43651
119885,12495
119887,23677
119890,60575
119893,26170
119894,14995
119895,9272
119896,41491
119898,34402
119899,36181
119908,27211
119911,35703
119912,14766
119913,53383
119915,19986
119917,62070
119918,28000
119919,50919
119922,38646
119923,41593
119924,32014
119925,60137
119928,55454
119931,33497
119934,36324
119937,20989
119939,11058
119941,17138
119942,34455
119943,18528
119944,12923
119946,7131
119948,13854
119949,24831
119953,51364
119955,26799
119958,35174
119960,47109
119968,14896
119969,40564
119971,17357
119973,36594
119975,48055
119977,9717
119978,46943
119981,15767
119983,22073
119984,57457
119987,26868
119988,20432
107380,25239
117473,20794
119996,77473
119998,54484
119999,17397
120000,13381
120002,8899
120006,31504
120008,14324
120009,28568
120011,15459
3618,12767
120014,28000
120016,64109
120017,11758
120020,57895
120022,27856
120024,40726
120025,21472
120029,47052
120030,39455
120031,11456
120034,18854
120035,55233
120037,15677
120038,41973
120040,32314
107388,15810
120044,57351
120049,16215
120051,24696
120052,9877
107390,21345
120058,25906
120059,27345
120064,48050
120066,15339
101931,9671
120072,33695
120075,10705
120076,9224
120077,43249
120078,16998
120080,37065
107395,92493
120084,58008
120085,19127
120086,92493
120087,21016
120093,41087
120094,10523
107398,35497
120104,12923
107399,16492
120109,20862
120110,5981
120111,51049
120112,38550
120114,17459
120115,51063
120117,66112
120121,12388
120128,40891
120132,17526
120133,36898
120135,50185
120139,30243
120144,8953
120148,9717
120150,0
120157,17545
120159,20794
120165,9437
120170,0
120175,64887
120176,23358
120177,44577
120188,20466
120193,39229
120194,12647
120197,19855
120198,12041
120208,12073
120213,26515
120214,11899
120215,72969
120216,27831
120217,69600
107418,39341
120226,32105
120227,13976
120229,11723
120231,14485
120232,12329
120233,17790
120237,29763
107421,13536
120241,66134
120242,0
120243,9641
120246,9472
120248,82761
120252,36297
120264,22110
120270,28000
120275,17169
120278,66563
104894,22566
120284,18461
120287,12282
120288,16998
120291,52030
120293,28000
120295,53676
120305,9850
120306,54786
120307,36070
120312,26204
120316,48674
120317,33849
120319,58865
120320,21066
120321,57351
120322,21238
120325,23183
120328,11566
120329,7792
120331,6391
120332,28000
120333,30413
120336,36921
120341,48870
120344,14316
120345,20278
120346,46822
120350,0
120353,30016
120365,65965
120366,11804
120368,3993
120369,48682
120371,28000
120374,3098
120378,12495
120380,0
120381,50737
9141,10222
120392,50419
120396,44415
120407,8150
107451,32978
107667,13243
120421,8163
120423,70138
120447,20646
7284,73440
120450,41491
120482,12982
120506,12643
9165,4469
120545,85530
120562,30262
120571,19223
120572,46822
102016,11566
120584,10430
120594,43452
120606,19841
120614,58867
120620,1922
107485,16692
9183,7792
9184,10725
120646,7336
110949,17770
3730,10062
120686,19618
120704,27872
120708,47477
7293,5144
102045,21326
120807,11569
120811,16990
120825,41165
120835,9572
107521,26697
120841,19545
120844,32215
120851,46501
120855,10360
120856,75167
120863,3159
120887,12539
120891,61478
9226,10263
120909,11877
120910,8356
107534,9437
3769,70472
120930,47477
120962,65509
120967,57855
120970,58622
120974,23003
120988,75339
120989,12262
121001,27043
121023,28371
121054,20963
103808,26799
121057,25438
9255,3462
121082,46974
121085,28852
121100,56197
121101,325
121107,26390
121119,20824
121122,7942
109873,25736
121141,7373
121142,22776
121148,10263
121150,28000
121152,21066
121158,60692
121164,23313
121165,22602
121173,85235
121178,43575
121191,40274
121204,4000
121205,74148
121211,5715
121214,12312
121223,4155
121224,8344
121231,69468
110452,15459
121235,41217
121241,74432
121263,26089
121264,28000
107594,30887
121279,28000
121280,1922
121283,28000
121284,6800
121288,10360
121309,33481
121321,31608
121328,28003
121345,17944
121349,50712
121358,69236
121359,10062
121362,57457
121370,60575
121372,46822
121379,14390
121381,9859
121387,27705
121389,43575
121391,22064
121396,20544
