id,question,user,position,answer,,AvgUserPos,AvgQuestPos,RoundPos
13466,8119,253,100,sunspots,,104.0,65.0,100.0
13467,8119,47,95,sunspots,,100.0,65.0,100.0
13469,8119,82,100,Sunspots,,110.0,65.0,100.0
13470,8119,15,89,sunspots,,94.0,65.0,90.0
13471,8119,156,-47,cepheid variables,,60.0,65.0,-50.0
13472,8119,38,100,sunspots,,90.0,65.0,100.0
13473,8119,27,-100,cool spots,,100.0,65.0,-100.0
13474,8119,65,100,sun spots,,97.0,65.0,100.0
13476,8119,255,-54,variable stars,,78.0,65.0,-50.0
13477,8119,168,79,sun spots,,100.0,65.0,80.0
13478,8119,121,100,sunspot,,106.0,65.0,100.0
13479,8119,66,100,sun spots,,105.0,65.0,100.0
13480,8119,137,27,sun spots,,96.0,65.0,30.0
13481,8119,67,100,sun spots,,91.0,65.0,100.0
13483,106425,21,99,las meninas,,81.0,68.0,100.0
13484,106425,30,60,Las Meninas,,86.0,68.0,60.0
13485,106425,10,45,las meninas,,81.0,68.0,50.0
13486,106425,129,69,las meninas,,102.0,68.0,70.0
13487,8122,9,112,dark energy,,83.0,118.0,110.0
13488,8122,46,123,dark energy,,69.0,118.0,120.0
13490,106430,30,60,Athena,,86.0,63.0,60.0
13491,106430,0,72,athena,,80.0,63.0,70.0
13492,106430,43,53,athena,,92.0,63.0,50.0
13493,106430,1,-76,artemis,,97.0,63.0,-80.0
13494,106430,50,56,Athena,,100.0,63.0,60.0
13495,106433,9,52,bacon,,83.0,46.0,50.0
13497,106433,0,35,bacon,,80.0,46.0,40.0
13498,106433,26,52,bacon,,94.0,46.0,50.0
13499,106435,52,10,lake malawi,,34.0,24.0,10.0
13500,106435,30,-38,Lake Tanganyika,,86.0,24.0,-40.0
13501,8134,33,103,Ganymede,,78.0,104.0,100.0
13502,8134,48,105,ganymede,,93.0,104.0,110.0
13504,106441,30,75,Glass,,86.0,62.0,80.0
13505,106441,9,61,glass,,83.0,62.0,60.0
13506,106441,18,60,glass,,91.0,62.0,60.0
13507,106441,14,26,Glass,,84.0,62.0,30.0
13508,106441,88,86,glass,,105.0,62.0,90.0
13509,8140,9,108,solar wind,,83.0,108.0,110.0
13511,106449,19,101,cat on a hot tin roof,,104.0,78.0,100.0
13512,106449,62,-32,a confederacy of dunces,,84.0,78.0,-30.0
13513,106449,31,102,cat on a hot tin roof,,98.0,78.0,100.0
13514,8150,9,84,Solar Wind,,83.0,86.0,80.0
13515,8150,9,87,solar wind,,83.0,86.0,90.0
13516,106455,30,82,anaphase,,86.0,73.0,80.0
13518,106455,10,55,anaphase,,81.0,73.0,60.0
13519,106455,22,82,anaphase,,66.0,73.0,80.0
13520,106456,4,98,soyinka,,103.0,99.0,100.0
13521,106456,5,99,wole soyinka,,100.0,99.0,100.0
13522,106456,47,98,soyinka,,100.0,99.0,100.0
13523,106456,71,99,Soyinka,,82.0,99.0,100.0
13525,8154,151,104,mars,,90.0,104.0,100.0
13526,8154,14,99,Mars,,84.0,104.0,100.0
13527,8154,64,149,mars,,98.0,104.0,150.0
13528,8154,9,-68,venus,,83.0,104.0,-70.0
13529,8154,10,133,mars,,81.0,104.0,130.0
13530,8154,31,-69,outer core,,98.0,104.0,-70.0
13532,106460,43,49,neptune,,92.0,49.0,50.0
13533,8164,18,78,xylem,,91.0,78.0,80.0
13534,106476,23,23,mishima,,58.0,105.0,20.0
13535,106476,9,137,mishima,,83.0,105.0,140.0
13536,106476,71,137,Mishima,,82.0,105.0,140.0
13537,106476,64,123,mishima,,98.0,105.0,120.0
13539,106479,30,94,Jackson,,86.0,78.0,90.0
13540,106479,23,71,jackson,,58.0,78.0,70.0
13541,106479,0,70,jackson,,80.0,78.0,70.0
13542,106479,98,94,jackson,,102.0,78.0,90.0
13543,106479,48,-54,the stranger,,93.0,78.0,-50.0
13544,106479,123,85,shirley jackson,,101.0,78.0,90.0
13546,106480,28,33,hermes,,80.0,37.0,30.0
13547,106480,42,41,hermes,,81.0,37.0,40.0
13548,106481,28,57,o'neill,,80.0,75.0,60.0
13549,106481,10,50,o'neill,,81.0,75.0,50.0
13550,106481,11,74,o'neill,,89.0,75.0,70.0
13551,106481,1,-66,williams,,97.0,75.0,-70.0
13553,106481,50,88,O'neill,,100.0,75.0,90.0
13554,106481,130,-114,thomas,,91.0,75.0,-110.0
13555,106483,88,93,coming of age in samoa,,105.0,93.0,90.0
13556,106485,52,19,shiloh,,34.0,63.0,20.0
13557,106485,23,47,shiloh,,58.0,63.0,50.0
13558,106485,20,95,shiloh,,95.0,63.0,100.0
13560,106485,33,90,Shiloh,,78.0,63.0,90.0
13561,106488,28,88,sri lanka,,80.0,91.0,90.0
13562,106488,3,91,sri lanka,,85.0,91.0,90.0
13563,106488,1,94,sri lanka,,97.0,91.0,90.0
13564,106491,51,81,vivaldi,,89.0,75.0,80.0
13565,106491,54,70,vivaldi,,93.0,75.0,70.0
13567,106491,71,70,Vivaldi,,82.0,75.0,70.0
13568,106491,62,89,vivaldi,,84.0,75.0,90.0
13569,106491,119,71,vivaldi,,93.0,75.0,70.0
13570,106491,122,68,vivaldi,,89.0,75.0,70.0
13571,106494,9,16,amonia,,83.0,54.0,20.0
13572,106494,28,65,ammonia,,80.0,54.0,70.0
13574,106494,47,80,ammonia,,100.0,54.0,80.0
13575,106497,18,64,christina's world,,91.0,68.0,60.0
13576,106497,19,59,christina's world,,104.0,68.0,60.0
13577,106497,28,-69,american gothic,,80.0,68.0,-70.0
13578,106497,62,89,christina's world,,84.0,68.0,90.0
13579,106497,29,-104,Run Woman Run,,105.0,68.0,-100.0
13581,106497,9,54,christina's world,,83.0,68.0,50.0
13582,106497,115,36,christina's world,,99.0,68.0,40.0
13583,106500,20,-50,thor,,95.0,63.0,-50.0
13584,106500,89,96, odin,,100.0,63.0,100.0
13585,106500,122,42,odin,,89.0,63.0,40.0
13586,8197,54,-53,telophase,,93.0,45.0,-50.0
13588,8197,151,53,anaphase,,90.0,45.0,50.0
13589,8197,43,-19,telophase,,92.0,45.0,-20.0
13590,8197,164,53,anaphase,,93.0,45.0,50.0
13591,8197,242,-29,metaphase,,85.0,45.0,-30.0
13592,8197,89,53,anaphase,,100.0,45.0,50.0
13593,8197,3,53,anaphase,,85.0,45.0,50.0
13595,106502,51,113,milton,,89.0,96.0,110.0
13596,106502,44,115,milton,,103.0,96.0,120.0
13597,106502,6,84,milton,,66.0,96.0,80.0
13598,106502,58,78,milton,,88.0,96.0,80.0
13599,106502,10,78,milton,,81.0,96.0,80.0
13600,106502,11,105,milton,,89.0,96.0,110.0
13602,106502,35,113,milton,,100.0,96.0,110.0
13603,106502,96,89,milton,,88.0,96.0,90.0
13604,106502,123,115,milton,,101.0,96.0,120.0
13605,106502,130,115,milton,,91.0,96.0,120.0
13606,106502,40,55,milton,,64.0,96.0,60.0
13607,8199,42,56,acetylcholine,,81.0,56.0,60.0
13609,106510,61,70,angular momentum,,92.0,60.0,70.0
13610,106510,72,57,angular momentum,,103.0,60.0,60.0
13611,106510,338,74,angular momentum,,64.0,60.0,70.0
13612,106510,21,13,angular momentum,,81.0,60.0,10.0
13613,106510,233,80,angular momentum,,106.0,60.0,80.0
13614,106510,49,63,Angular Momentum,,97.0,60.0,60.0
13616,106510,25,65,angular momentum,,67.0,60.0,70.0
13617,106510,92,74,angular momentum,,104.0,60.0,70.0
13618,106510,43,64,angular momentum,,92.0,60.0,60.0
13619,106510,122,60,momentum,,89.0,60.0,60.0
13620,106510,100,-13,spin,,80.0,60.0,-10.0
13621,106510,256,87,angular momentum,,107.0,60.0,90.0
13623,106510,5,36,angular momentum,,100.0,60.0,40.0
13624,106510,398,-87,force,,87.0,60.0,-90.0
13625,106514,43,57,rococco,,92.0,57.0,60.0
13626,8212,64,-53,ribosomes,,98.0,53.0,-50.0
13627,8216,111,-57,xylem,,91.0,47.0,-60.0
13628,8216,23,-30,xylem,,58.0,47.0,-30.0
13630,8216,59,-57,xylem,,92.0,47.0,-60.0
13631,8216,58,25,phloem,,88.0,47.0,30.0
13632,8216,26,-57,xylem,,94.0,47.0,-60.0
13633,8216,11,57,phloem,,89.0,47.0,60.0
13634,8216,230,57,phloem,,91.0,47.0,60.0
13635,8216,43,35,phloem,,92.0,47.0,40.0
13637,8216,5,31,phloem,,100.0,47.0,30.0
13638,8216,38,57,phloem,,90.0,47.0,60.0
13639,8216,122,57,phloem,,89.0,47.0,60.0
13640,8216,31,57,phloem,,98.0,47.0,60.0
13641,8216,8,-20,xylem,,93.0,47.0,-20.0
13642,8216,3,57,phloem,,85.0,47.0,60.0
13644,8224,122,28,telomeres,,89.0,28.0,30.0
13645,6832,18,94,unamuno,,91.0,94.0,90.0
13646,8228,28,18,mitochondria,,80.0,32.0,20.0
13647,8228,47,55,mitochondria,,100.0,32.0,60.0
13648,8228,43,22,mitochondria,,92.0,32.0,20.0
13649,106533,30,106,Gilgamesh,,86.0,84.0,110.0
13651,106533,42,50,gilgamesh,,81.0,84.0,50.0
13652,106533,31,96,gilgamesh,,98.0,84.0,100.0
13653,106534,44,94,sunspots,,103.0,64.0,90.0
13654,106534,165,61,sunspots,,98.0,64.0,60.0
13655,106534,51,29,sunspots,,89.0,64.0,30.0
13656,106534,73,94,sun spots,,92.0,64.0,90.0
13658,106534,179,-47,ions,,80.0,64.0,-50.0
13659,106534,14,54,Sunspots,,84.0,64.0,50.0
13660,106534,0,60,sunspots,,80.0,64.0,60.0
13661,106534,28,56,sunspots,,80.0,64.0,60.0
13662,106534,148,-67,Solar flares,,103.0,64.0,-70.0
13663,106534,7,-73,sun dogs,,97.0,64.0,-70.0
13665,106534,30,-61,attractors,,86.0,64.0,-60.0
13666,106534,4,43,sunspots,,103.0,64.0,40.0
13667,106534,5,60,sunspots,,100.0,64.0,60.0
13668,106534,254,55,sunspots,,72.0,64.0,60.0
13669,106534,201,62,sunspots,,85.0,64.0,60.0
13670,106534,98,73,sunspots,,102.0,64.0,70.0
13672,106534,42,52,sunspots,,81.0,64.0,50.0
13673,106534,84,56,sunspots,,86.0,64.0,60.0
13674,106534,69,57,sunspots,,82.0,64.0,60.0
13675,106534,140,-94,solar flares,,95.0,64.0,-90.0
13676,106534,188,-94,black hole,,105.0,64.0,-90.0
13677,106534,150,56,Sunspots,,83.0,64.0,60.0
13679,106543,0,-81,conundrum,,80.0,81.0,-80.0
13680,106543,242,81,feldspar,,85.0,81.0,80.0
13681,106545,62,-85,agamemnon,,84.0,94.0,-90.0
13682,106545,119,115,theseus,,93.0,94.0,120.0
13683,106545,22,55,theseus,,66.0,94.0,60.0
13684,106545,26,-119,perseus,,94.0,94.0,-120.0
13686,106549,30,50,Edward the Confessor,,86.0,78.0,50.0
13687,106549,33,-86,Harold II,,78.0,78.0,-90.0
13688,106549,62,-81,godwinson,,84.0,78.0,-80.0
13689,106549,3,-93, ,,85.0,78.0,-90.0
13690,106553,23,37,wordsworth,,58.0,55.0,40.0
13691,106553,21,72,Wordsworth,,81.0,55.0,70.0
13693,106553,20,42,wordsworth,,95.0,55.0,40.0
13694,106553,10,35,wordsworth,,81.0,55.0,40.0
13695,106553,91,22,wordsworth,,71.0,55.0,20.0
13696,106553,4,-99,keats,,103.0,55.0,-100.0
13697,106553,49,72,Wordsworth,,97.0,55.0,70.0
13698,106553,242,63,wordsworth,,85.0,55.0,60.0
13700,106556,31,69,xylem,,98.0,69.0,70.0
13701,106557,56,18,paz,,94.0,59.0,20.0
13702,106557,10,15,paz,,81.0,59.0,20.0
13703,106557,0,17,paz,,80.0,59.0,20.0
13704,106557,88,129,paz,,105.0,59.0,130.0
13705,106557,3,118,paz,,85.0,59.0,120.0
13707,8256,42,-42,melatonin,,81.0,46.0,-40.0
13708,8256,3,50,dopamine,,85.0,46.0,50.0
13709,106561,71,-59,Night on Bald Mountain,,82.0,59.0,-60.0
13710,8261,28,54,pancreas,,80.0,57.0,50.0
13711,8261,62,-57,gallbladder,,84.0,57.0,-60.0
13712,8261,27,59,pancreas,,100.0,57.0,60.0
13714,106566,9,105,Clemenceau,,83.0,76.0,110.0
13715,106566,14,-57,Dreyfus,,84.0,76.0,-60.0
13716,106566,31,-67,marat,,98.0,76.0,-70.0
13717,106567,3,-46,harding,,85.0,46.0,-50.0
13718,110604,9,67,death of a salesman,,83.0,67.0,70.0
13719,106572,14,96,An American Tragedy,,84.0,96.0,100.0
13721,8273,54,59,apoptosis,,93.0,59.0,60.0
13722,8273,47,59,apoptosis,,100.0,59.0,60.0
13723,8273,27,59,apoptosis,,100.0,59.0,60.0
13724,106584,51,84,antony,,89.0,71.0,80.0
13725,106584,10,68,antony,,81.0,71.0,70.0
13726,106584,0,-42,pompey,,80.0,71.0,-40.0
13728,106584,42,60,antony,,81.0,71.0,60.0
13729,106584,26,84,marc antony,,94.0,71.0,80.0
13730,106584,89,84, marc antony,,100.0,71.0,80.0
13731,106584,122,71,antony,,89.0,71.0,70.0
13732,106584,31,75,marc anthony,,98.0,71.0,80.0
13733,106586,47,101,dead souls,,100.0,101.0,100.0
13735,8283,28,29,peroxisomes,,80.0,57.0,30.0
13736,8283,73,71,peroxisomes,,92.0,57.0,70.0
13737,8283,93,-71,lysosome,,64.0,57.0,-70.0
13738,8291,33,59,dopamine,,78.0,59.0,60.0
13739,106597,30,-97,Brownian motion,,86.0,97.0,-100.0
13740,106600,19,65,mitochondria,,104.0,57.0,70.0
13742,106600,26,76,mitochondria,,94.0,57.0,80.0
13743,106600,89,51,mitochondria,,100.0,57.0,50.0
13744,106600,129,53,mitochondria,,102.0,57.0,50.0
13745,106600,43,45,mitochondria,,92.0,57.0,50.0
13746,106600,242,41,mitochondria,,85.0,57.0,40.0
13747,106600,49,68,Mitochondria,,97.0,57.0,70.0
13749,106606,71,-73,Brahma,,82.0,65.0,-70.0
13750,106606,47,96,Vishnu,,100.0,65.0,100.0
13751,106606,245,-74,shiva,,90.0,65.0,-70.0
13752,106606,245,-53,shiva,,90.0,65.0,-50.0
13753,106606,31,-30,shiva,,98.0,65.0,-30.0
13754,106608,19,96,ricardo,,104.0,96.0,100.0
13756,8309,54,-81,krebs cycle,,93.0,64.0,-80.0
13757,8309,9,-31,calvin cycle,,83.0,64.0,-30.0
13758,8309,33,47,glycolysis,,78.0,64.0,50.0
13759,8309,9,-81,pyruvate cycle,,83.0,64.0,-80.0
13760,8309,53,-81,Krebs,,104.0,64.0,-80.0
13761,8309,122,-81,krebs,,89.0,64.0,-80.0
13763,8309,48,-13,pr,,93.0,64.0,-10.0
13764,8309,115,-81,krebs,,99.0,64.0,-80.0
13765,8309,124,81,glycolysis,,108.0,64.0,80.0
13766,106616,14,53,Jane Eyre,,84.0,85.0,50.0
13767,106616,53,114,Jane Eyre,,104.0,85.0,110.0
13768,106616,60,57,eyre,,85.0,85.0,60.0
13770,106616,3,52,jane eyre,,85.0,85.0,50.0
13771,106616,242,102,jane eyre,,85.0,85.0,100.0
13772,106616,115,106,jane eyre,,99.0,85.0,110.0
13773,106616,31,114,jane eyre,,98.0,85.0,110.0
13774,106618,18,29,hera,,91.0,29.0,30.0
13775,8315,28,-31,lysosome,,80.0,60.0,-30.0
13777,8315,43,88,spleen,,92.0,60.0,90.0
13778,106622,52,28,haymarket square riot,,34.0,45.0,30.0
13779,106622,19,57,haymarket riot,,104.0,45.0,60.0
13780,106622,18,32,haymarket square,,91.0,45.0,30.0
13781,106622,14,52,Haymarket Riot,,84.0,45.0,50.0
13782,106622,17,55,haymarket square riot,,91.0,45.0,60.0
13784,8320,43,78,chlorophyll,,92.0,78.0,80.0
13785,106631,28,72,hedda gabler,,80.0,81.0,70.0
13786,106631,20,91,hedda gabler,,95.0,81.0,90.0
13787,106631,62,69,hedda gabler,,84.0,81.0,70.0
13788,106631,27,93,hedda gabbler,,100.0,81.0,90.0
13789,106632,133,61,ether,,58.0,83.0,60.0
13791,106632,59,88,ether,,92.0,83.0,90.0
13792,106632,107,94,ethers,,98.0,83.0,90.0
13793,106632,31,-94,ketone,,98.0,83.0,-90.0
13794,106632,122,77,ether,,89.0,83.0,80.0
13795,106637,20,79,coltrane,,95.0,72.0,80.0
13796,106637,1,-64,dizzy gillespie,,97.0,72.0,-60.0
13798,6851,64,77,oe,,98.0,80.0,80.0
13799,6851,46,75,oe,,69.0,80.0,80.0
13800,6851,54,87,oe,,93.0,80.0,90.0
13801,8341,43,-34,phloem,,92.0,54.0,-30.0
13802,8341,12,74,xylem,,85.0,54.0,70.0
13803,106648,33,-35,Eliot,,78.0,79.0,-40.0
13805,106648,1,100,the interpretation of dreams,,97.0,79.0,100.0
13806,106648,42,95,interpretation of dreams,,81.0,79.0,100.0
13807,106648,122,63,interpretation of dreams,,89.0,79.0,60.0
13808,106648,50,100,Interpretation of dreams,,100.0,79.0,100.0
13809,8346,73,92,ribosomes,,92.0,92.0,90.0
13810,8352,30,60,chlorophyll,,86.0,60.0,60.0
13812,8354,23,21,abscisic acid,,58.0,36.0,20.0
13813,8354,3,50,abcissic acid,,85.0,36.0,50.0
13814,8361,30,68,spleen,,86.0,88.0,70.0
13815,8361,128,-108,Liver,,98.0,88.0,-110.0
13816,8362,9,84,chlorophyll,,83.0,68.0,80.0
13817,8362,51,52,chlorophyll,,89.0,68.0,50.0
13819,8368,30,106,cerebellum,,86.0,77.0,110.0
13820,8368,43,-48,hippocampus,,92.0,77.0,-50.0
13821,105027,52,14,hades,,34.0,62.0,10.0
13822,105027,14,61,Hades,,84.0,62.0,60.0
13823,105027,20,71,hades,,95.0,62.0,70.0
13824,105027,72,71,Hades,,103.0,62.0,70.0
13826,105027,70,63,hades,,101.0,62.0,60.0
13827,105027,91,69,hades,,71.0,62.0,70.0
13828,105027,181,76,hades,,93.0,62.0,80.0
13829,105027,119,68,hades,,93.0,62.0,70.0
13830,105027,64,71,hades,,98.0,62.0,70.0
13831,105027,43,68,Hades,,92.0,62.0,70.0
13833,105027,98,-69,Pluto,,102.0,62.0,-70.0
13834,105027,42,22,hades,,81.0,62.0,20.0
13835,105027,123,73,hades,,101.0,62.0,70.0
13836,105027,124,71,hades,,108.0,62.0,70.0
13837,8372,10,54,apoptosis,,81.0,63.0,50.0
13838,8372,115,72,apoptosis,,99.0,63.0,70.0
13840,8376,90,-65,glycosolation,,89.0,30.0,-70.0
13841,8376,10,13,glycolysis,,81.0,30.0,10.0
13842,8376,46,34,glycolysis,,69.0,30.0,30.0
13843,8376,242,-9,krebs cylce,,85.0,30.0,-10.0
13844,106683,71,77,Arrow's Impossibility Law,,82.0,77.0,80.0
13845,106689,1,78,casimir effect,,97.0,78.0,80.0
13847,8386,30,39,founder effect,,86.0,39.0,40.0
13848,8387,74,30, auxins,,81.0,43.0,30.0
13849,8387,19,69,auxins,,104.0,43.0,70.0
13850,8387,165,37,auxins,,98.0,43.0,40.0
13851,8387,52,19,auxin,,34.0,43.0,20.0
13852,8387,164,-69,plant hormones,,93.0,43.0,-70.0
13854,8387,154,-59,gibberelins,,98.0,43.0,-60.0
13855,8387,244,39,Auxins,,60.0,43.0,40.0
13856,8387,80,53,auxin,,75.0,43.0,50.0
13857,8387,314,19,auxins,,65.0,43.0,20.0
13858,8387,48,-35,abscisic acids,,93.0,43.0,-40.0
13859,8387,109,-19,Sex,,85.0,43.0,-20.0
13861,8387,150,-69,oxin,,83.0,43.0,-70.0
13862,106698,43,81,pulsar,,92.0,81.0,80.0
13863,8395,111,-98,oxins,,91.0,74.0,-100.0
13864,8395,21,32,Auxins,,81.0,74.0,30.0
13865,8395,49,88,auxins,,97.0,74.0,90.0
13866,8395,89,92,auxin,,100.0,74.0,90.0
13868,8395,104,98,auxins,,80.0,74.0,100.0
13869,8395,0,75,auxin,,80.0,74.0,80.0
13870,8395,129,30,auxin,,102.0,74.0,30.0
13871,8395,183,69,auxins,,88.0,74.0,70.0
13872,8395,35,98,auxis,,100.0,74.0,100.0
13873,8395,396,66,auxin,,53.0,74.0,70.0
13875,8395,137,61,auxins,,96.0,74.0,60.0
13876,8395,47,98,auxine,,100.0,74.0,100.0
13877,8395,82,-98,growth hormones,,110.0,74.0,-100.0
13878,8395,254,36,auxins,,72.0,74.0,40.0
13879,8395,156,69,auxin,,60.0,74.0,70.0
13880,8399,51,55,glycine,,89.0,66.0,60.0
13882,8399,31,-76,gluamien,,98.0,66.0,-80.0
13883,8400,52,16,cerebellum,,34.0,66.0,20.0
13884,8400,9,-91,pons,,83.0,66.0,-90.0
13885,8400,3,-91,pons,,85.0,66.0,-90.0
13886,8401,9,-76,ethelyne,,83.0,76.0,-80.0
13887,8402,113,-91,gradualism,,88.0,91.0,-90.0
13889,6862,46,74,"cry, the beloved country",,69.0,86.0,70.0
13890,6862,114,74,cry the beloved country,,86.0,86.0,70.0
13891,6862,129,110,cry the beloved country,,102.0,86.0,110.0
13892,106710,19,-91,interpretation of dreams,,104.0,79.0,-90.0
13893,106710,23,55,Civilization and its Discontents,,58.0,79.0,60.0
13894,106710,20,91,civilization and its discontents,,95.0,79.0,90.0
13896,106711,73,-135,millais,,92.0,114.0,-140.0
13897,106711,52,-36,mondrian,,34.0,114.0,-40.0
13898,106711,22,131,ernst,,66.0,114.0,130.0
13899,106711,71,-48,Miro,,82.0,114.0,-50.0
13900,106711,10,-135,arp,,81.0,114.0,-140.0
13901,106711,117,135,ernst,,90.0,114.0,140.0
13903,106711,101,-135,guggenheim,,84.0,114.0,-140.0
13904,106711,82,-135,Francis Bacon,,110.0,114.0,-140.0
13905,106711,29,91,Max Ernst,,105.0,114.0,90.0
13906,106711,137,135,ernst,,96.0,114.0,140.0
13907,106711,188,-135,picasso,,105.0,114.0,-140.0
13908,8409,51,37,phloem,,89.0,49.0,40.0
13910,8409,22,-22,xylem,,66.0,49.0,-20.0
13911,8409,9,-50,xylem,,83.0,49.0,-50.0
13912,8409,33,-41,xylem,,78.0,49.0,-40.0
13913,8409,49,77,phloem,,97.0,49.0,80.0
13914,8409,244,27,Pholeum,,60.0,49.0,30.0
13915,8409,10,27,phloem,,81.0,49.0,30.0
13917,8409,132,-35,xylem,,102.0,49.0,-40.0
13918,8409,151,-61,xylem,,90.0,49.0,-60.0
13919,8409,181,77,phloem,,93.0,49.0,80.0
13920,8409,37,77,phloem,,108.0,49.0,80.0
13921,8409,1,22,phloem,,97.0,49.0,20.0
13922,8409,97,-23,xylem,,93.0,49.0,-20.0
13924,8409,242,77,phloem,,85.0,49.0,80.0
13925,8409,64,77,phloem,,98.0,49.0,80.0
13926,106716,20,-106,sickness unto death,,95.0,106.0,-110.0
13927,12325,252,-29,typhon,,58.0,29.0,-30.0
13928,12325,252,29,ravana,,58.0,29.0,30.0
13929,106722,28,25,epoxie,,80.0,25.0,30.0
13931,8422,189,-60, spindle bodies,,94.0,67.0,-60.0
13932,8422,9,74,introns,,83.0,67.0,70.0
13933,8424,22,84,retina,,66.0,77.0,80.0
13934,8424,14,85,Retina,,84.0,77.0,90.0
13935,8424,90,15,retina,,89.0,77.0,20.0
13936,8424,151,90,retina,,90.0,77.0,90.0
13938,8424,43,78,retina,,92.0,77.0,80.0
13939,8424,15,-90,iris,,94.0,77.0,-90.0
13940,8424,242,-90,cornea,,85.0,77.0,-90.0
13941,8424,8,85,retina,,93.0,77.0,90.0
13942,8424,132,70,retina,,102.0,77.0,70.0
13943,8424,43,81,retina,,92.0,77.0,80.0
13945,8428,3,61,glycolysis,,85.0,38.0,60.0
13946,8428,43,30,glycolysis,,92.0,38.0,30.0
13947,8428,42,-24,calvin cycle,,81.0,38.0,-20.0
13948,106738,28,121,cane,,80.0,121.0,120.0
13949,106738,64,121,cane,,98.0,121.0,120.0
13950,106748,52,94,abe,,34.0,57.0,90.0
13952,106748,14,37,Abe,,84.0,57.0,40.0
13953,106748,64,39,abe,,98.0,57.0,40.0
13954,106749,18,100,ares,,91.0,102.0,100.0
13955,106749,0,101,ares,,80.0,102.0,100.0
13956,106749,115,105,ares,,99.0,102.0,110.0
13957,106750,50,139,Crassus,,100.0,139.0,140.0
13959,8450,14,76,telomeres,,84.0,75.0,80.0
13960,8450,43,73,telomere,,92.0,75.0,70.0
13961,8450,164,76,telomeres,,93.0,75.0,80.0
13962,8453,42,-61,transposon,,81.0,61.0,-60.0
13963,8457,52,15,chlorophyll,,34.0,59.0,20.0
13964,8457,23,30,chlorophyll,,58.0,59.0,30.0
13966,8457,62,90,chlorophyll,,84.0,59.0,90.0
13967,8457,1,20,chlorophyll,,97.0,59.0,20.0
13968,8457,27,90,chlorphyll,,100.0,59.0,90.0
13969,8457,64,90,chlorophyll,,98.0,59.0,90.0
13970,8457,33,75,chlorophyll,,78.0,59.0,80.0
13971,8466,111,-83,amino acids,,91.0,62.0,-80.0
13973,8466,10,20,histones,,81.0,62.0,20.0
13974,8466,181,83,histomes,,93.0,62.0,80.0
13975,106772,52,15,sri lanka,,34.0,54.0,20.0
13976,106772,42,122,sri lanka,,81.0,54.0,120.0
13977,106772,51,24,sri lanka,,89.0,54.0,20.0
13978,8472,179,80,insulin,,80.0,72.0,80.0
13980,8472,22,87,insulin,,66.0,72.0,90.0
13981,8472,52,84,insulin,,34.0,72.0,80.0
13982,8472,28,46,insulin,,80.0,72.0,50.0
13983,8472,129,82,insulin,,102.0,72.0,80.0
13984,8472,80,-83,somatostatin,,75.0,72.0,-80.0
13985,8472,57,70,Insulin,,99.0,72.0,70.0
13987,8472,8,87,insulin,,93.0,72.0,90.0
13988,8472,66,-83,epinepherine,,105.0,72.0,-80.0
13989,8472,43,-18,collagen,,92.0,72.0,-20.0
13990,106779,43,69,atalanta,,92.0,69.0,70.0
13991,8476,97,-67,auxins,,93.0,69.0,-70.0
13992,8476,41,71,gibberellins,,82.0,69.0,70.0
13994,8476,121,-82,anther,,106.0,69.0,-80.0
13995,8476,66,-54,peptides,,105.0,69.0,-50.0
13996,6874,51,122,catullus,,89.0,93.0,120.0
13997,6874,20,92,catullus,,95.0,93.0,90.0
13998,6874,56,79,catullus,,94.0,93.0,80.0
13999,6874,104,118,catullus,,80.0,93.0,120.0
14001,6874,248,39,catullus,,65.0,93.0,40.0
14002,6874,10,120,catullus,,81.0,93.0,120.0
14003,6874,117,-122,horace,,90.0,93.0,-120.0
14004,6874,11,-122,ovid,,89.0,93.0,-120.0
14005,6874,354,-89,Cicero,,107.0,93.0,-90.0
14006,6874,114,119,catullus,,86.0,93.0,120.0
14008,6874,27,-43,gower,,100.0,93.0,-40.0
14009,6874,50,58,catullus,,100.0,93.0,60.0
14010,6874,87,80,catullus,,83.0,93.0,80.0
14011,8482,1,28,peroxisome,,97.0,39.0,30.0
14012,8482,46,50,peroxisome,,69.0,39.0,50.0
14013,8486,51,69,peptidoglycan,,89.0,69.0,70.0
14015,8487,23,62,operon,,58.0,62.0,60.0
14016,106792,18,82,theory of the leisure class,,91.0,96.0,80.0
14017,106792,27,109,theory of the leisure class,,100.0,96.0,110.0
14018,106797,23,58,crane,,58.0,89.0,60.0
14019,106797,20,111,crane,,95.0,89.0,110.0
14020,106797,10,-98,longfellow,,81.0,89.0,-100.0
14022,106801,33,108,Hugh Capet,,78.0,94.0,110.0
14023,106801,62,-78,ferdinand,,84.0,94.0,-80.0
14024,106801,22,80,hugh capet,,66.0,94.0,80.0
14025,106801,26,-108,charles,,94.0,94.0,-110.0
14026,8498,3,-76,golgi apparatus,,85.0,75.0,-80.0
14027,8498,47,74,lysosomes.,,100.0,75.0,70.0
14029,106810,18,86,marduk,,91.0,86.0,90.0
14030,106811,18,22,baikal,,91.0,83.0,20.0
14031,106811,14,-21,Lake Ladoga,,84.0,83.0,-20.0
14032,106811,73,30,Lake Baikal,,92.0,83.0,30.0
14033,106811,71,129,Baikal,,82.0,83.0,130.0
14034,106811,47,129,lake baikal,,100.0,83.0,130.0
14036,106811,59,-124,ural,,92.0,83.0,-120.0
