id,question,user,position,answer
20547,110412,22,28.0,brahma
20548,110412,9,71.0,brahma
20549,110412,0,93.0,brahma
20550,110412,89,70.0,brahma
20551,110412,30,101.0,Brahma
20553,110412,114,-12.0,rama
20554,110412,4,115.0,brahma
20555,110412,98,115.0,brama
20556,110413,116,-96.0,caravaggio
20557,110413,75,58.0,titian
20558,110413,183,68.0,titan
20560,110413,7,69.0,Titian
20561,110413,66,59.0,titian
20562,12110,18,59.0,jung
20563,12110,30,69.0,Jung
20564,12110,90,-48.0,freud
20565,12110,0,-46.0,freud
20567,12110,35,-78.0,kant
20568,12110,2,-70.0,jun
20569,12110,64,-38.0,bleuler
20570,12110,47,27.0,Jung
20571,12110,67,78.0,jung
20572,12110,112,-59.0,young
20574,12113,14,28.0,Interpretation of Dreams
20575,12113,62,94.0,interpretation of dreams
20576,12113,60,86.0,interpretation of dreams
20577,12113,71,80.0,The Interpretation of Dreams
20578,12113,29,-94.0,I love Dreams
20579,12113,46,32.0,interpretation of dreams
20581,12113,164,94.0,dream
20582,12116,73,-103.0,Jung
20583,12116,88,-54.0,kinsey
20584,12116,3,-103.0,rank
20585,110422,19,116.0,coetzee
20586,110422,23,51.0,coetzee
20588,110422,71,84.0,Coetzee
20589,110422,29,-122.0,O`Brien
20590,110422,88,122.0,coetzee
20591,110422,47,-69.0,james joyce
20592,110422,27,-53.0,stephenson
20593,110422,123,-69.0,ellison
20595,12119,42,95.0,dewey
20596,110427,64,118.0,poisson distribution
20597,12406,252,95.0,nanak
20598,12406,252,66.0,nanak
20599,12406,252,25.0,guru nanak
20600,12406,73,98.0,Nanak
20602,12127,28,29.0,bandura
20603,12127,73,61.0,bandura
20604,12131,19,60.0,coming of age in somoa
20605,12131,45,34.0,Coming of Age in Samoa
20606,12131,14,64.0,Coming of Age in Samoa
20607,12131,24,49.0,coming of age in samoa
20609,12131,47,90.0,coming of age in samoa
20610,12131,31,82.0,coming of age in samoa
20611,110437,64,88.0,hamlet
20612,12136,30,84.0,Rogers
20613,12136,9,84.0,rogers
20614,12136,33,-56.0,Maslow
20616,12136,14,55.0,Rogers
20617,12137,23,53.0,anomie
20618,12137,113,100.0,anomie
20619,12137,64,97.0,anomie
20620,110446,62,75.0,meissner effect
20621,110447,20,-99.0,longfellow
20623,110449,14,57.0,Charles I
20624,110449,71,81.0,Charles II
20625,110449,64,127.0,charles ii
20626,110449,1,99.0,charles II
20627,12146,52,21.0,presentation of self in everyday life
20628,12146,73,-40.0,Maus
20630,12146,20,-83.0,presentation of self in everyday society
20631,12148,182,65.0, milgram
20632,12148,51,-42.0,asch
20633,12148,32,40.0,milgram
20634,12148,0,43.0,milgram
20635,12148,57,48.0,Milgram
20637,12148,117,41.0,milgram
20638,12148,135,65.0,Milgram
20639,12148,143,-80.0,nope
20640,12148,90,25.0,milgram
20641,12148,29,79.0,Milgram
20642,12148,149,-75.0,zimbardo
20644,12148,82,80.0,Stanley Milgram
20645,12148,39,78.0,Milgram
20646,12148,254,-24.0,Zimbardo
20647,12148,145,46.0,milgram
20648,12148,48,-80.0,zimbardo
20649,12148,67,72.0,milgram
20651,12148,128,80.0,Milgram
20652,12150,28,-56.0,jung
20653,12150,24,-100.0,jung
20654,12150,23,-45.0,adler
20655,12150,14,-100.0,Jung
20656,12150,1,-100.0,adler
20658,12150,93,-55.0,adler
20659,110455,30,122.0,cognitive dissonance
20660,110455,9,72.0,cognitive dissonance 
20661,110455,28,70.0,cognitive dissonance
20662,110455,3,74.0,cognitive dissonance
20663,110457,62,81.0,mishima
20665,12407,9,40.0,Phoenix
20666,12156,52,18.0,jung
20667,12156,24,66.0,jung
20668,12156,53,73.0,Jung
20669,12156,26,73.0,jung
20670,12156,62,56.0,jung
20672,12156,181,61.0,Jung
20673,12156,37,73.0,jung
20674,12158,23,68.0,wundt
20675,12162,60,85.0,rogers
20676,12163,0,74.0,wertheimer
20677,12163,73,-88.0,Wundt
20679,12164,52,65.0,mumford
20680,12164,24,-119.0, 
20681,12167,30,110.0,Adler
20682,12167,18,110.0,adler
20683,12167,19,-110.0,rank
20684,12167,23,27.0,adler
20686,12167,1,110.0,adler
20687,12172,23,92.0,parsons
20688,12172,29,-92.0,Durkheim
20689,12172,247,-92.0,Erving Goffman
20690,12172,110,-92.0,dewey
20691,12172,221,92.0,parsonns
20693,12172,256,-92.0,shilling
20694,12172,87,-92.0,maslow
20695,12172,128,-92.0,Mike Sedlack
20696,12173,112,81.0,goffman
20697,12173,28,87.0,goffman
20698,12173,12,47.0,Goffman
20700,12173,248,87.0,goffman
20701,12173,214,-87.0,comte
20702,12173,132,-87.0,Bourdieu
20703,12173,280,67.0,Goffman
20704,12173,80,77.0,goffman
20705,12173,98,-87.0,durkheim
20707,12173,283,-74.0,Zimmer
20708,12173,187,35.0,Goffman
20709,12174,19,80.0,bandura
20710,110480,189,-108.0, limnos
20711,110480,51,-43.0,carthage
20712,110480,14,82.0,Sicily
20714,110480,115,97.0,sicily
20715,110481,0,117.0,hephaestus
20716,110481,59,121.0,hephastus
20717,110481,37,118.0,haphaestes
20718,110481,233,121.0,hephestus
20719,110481,190,117.0,hephaestus
20721,110481,245,118.0,Hephestus
20722,110481,144,118.0,hephaestus
20723,110481,168,121.0,hepheastus
20724,110481,66,77.0,Hephaestus
20725,110481,40,-13.0,zeus
20726,110481,87,-83.0,zeus
20728,110482,52,44.0,parnell
20729,110482,20,103.0,parnell
20730,110482,33,106.0,Parnell
20731,110482,62,109.0,parnell
20732,110483,18,54.0,maupassaunt
20733,110483,51,97.0,maupassant
20735,110483,47,96.0,de Maupassant
20736,110483,71,64.0,Maupassant
20737,110484,51,104.0,ethiopia
20738,110484,14,78.0,Ethiopia
20739,12181,18,-89.0,ericson
20740,12181,19,110.0,maslow
20742,12181,47,110.0,maslow
20743,12181,20,110.0,maslow
20744,110487,179,-87.0,Malinowski
20745,110487,70,97.0,mauss
20746,110487,11,97.0,mauss
20747,110487,35,-97.0,lasdlasdkfalskdf
20749,110487,64,-97.0,comte
20750,110487,4,-97.0,marcuse
20751,110487,122,-87.0,malinowski
20752,110487,76,-88.0,bandura
20753,110487,112,95.0,mauss
20754,12187,179,161.0,Pareto
20756,12187,55,161.0,pareto
20757,12187,134,161.0,Pareto
20758,12187,12,102.0,Pareto
20759,12187,0,113.0,pareto
20760,12187,25,-161.0,Vico
20761,12187,60,-161.0,hayak
20763,12187,1,161.0,pareto
20764,12187,354,-161.0,Thomas
20765,12187,29,-161.0,Adam Smith
20766,12187,39,161.0,pareto
20767,12187,205,161.0,pareto
20768,12187,106,-161.0,Keanes
20770,12187,82,-161.0,Nash
20771,12187,348,161.0,pareto
20772,12187,243,161.0,pareto
20773,12187,83,-161.0,Keynes
20774,12187,157,-161.0,?
20775,12187,138,161.0,pareto
20777,12187,93,-114.0,laffer
20778,12187,108,-161.0,friedman
20779,12187,239,-161.0,Friedman
20780,12187,403,161.0,praeto
20781,12187,86,161.0,pareto
20782,12187,293,-161.0,Berkley
20784,110492,71,60.0,Brancusi
20785,110492,116,64.0,brancusi
20786,110492,64,80.0,brancusi
20787,110492,132,96.0,Brancusi
20788,12192,30,-93.0,Beyond the Pleasure Principle
20789,12192,28,-86.0,interpretation of dreams
20791,12192,93,-85.0,beyond the pleasure principle
20792,110497,20,-92.0,hector
20793,110497,28,62.0,paris
20794,110497,10,92.0,paris
20795,12196,30,-124.0,Ericson
20796,12196,47,-124.0,maslow
20798,12199,12,-99.0,interpretation of dreams
20799,12200,64,105.0,bettelheim
20800,110507,24,108.0,death of socrates
20801,110507,89,106.0,the death of socrates
20802,110507,0,-58.0,madonna of the long neck
20803,110507,64,95.0,Death of Socrates
20805,110507,6,129.0,death of socrates
20806,110507,50,105.0,death of socrates
20807,110507,102,106.0,death of socrates
20808,110508,43,118.0,mafouz
20809,12205,30,128.0,Bandura
20810,12205,9,134.0,bandura
20812,110510,44,-120.0,piaget
20813,110510,70,86.0,jung
20814,110510,49,102.0,Jung
20815,110510,43,107.0,jung
20816,110510,122,40.0,jung
20817,110510,92,83.0,jung
20819,110510,16,81.0,jung
20820,110519,71,103.0,Hegel
20821,110519,98,117.0,hegel
20822,110520,16,-49.0,odin
20823,110520,203,74.0,thor
20824,110520,205,49.0,thor
20826,110520,5,95.0,Thor
20827,110520,256,-62.0,odin
20828,110520,87,84.0,thor
20829,12222,245,-97.0,benjamin spock
20830,12222,20,81.0,betelheim
20831,110527,52,29.0,italy
20833,110527,28,75.0,italy
20834,110527,53,113.0,Italy
20835,110527,1,107.0,italy
20836,110527,49,128.0,Italy?
20837,110527,31,106.0,italy
20838,110529,28,46.0,keynes
20840,110529,245,-54.0,keynesian
20841,110529,42,44.0,keynes
20842,110529,17,106.0,keynes
20843,12226,23,55.0,milgram
20844,12226,165,67.0,milgram
20845,12226,54,53.0,milgram
20847,12226,13,57.0,milgram
20848,12226,116,66.0,milgram
20849,12226,33,27.0,milgram
20850,12226,24,56.0,milgram
20851,12226,56,12.0,milgram
20852,12226,77,15.0,milgram
20854,12226,92,58.0,milgram
20855,12226,60,57.0,milgram
20856,12226,11,55.0,milgrim
20857,12226,7,103.0,Milgram
20858,12226,114,57.0,milgram
20859,12226,5,70.0,Milgram
20861,12226,245,65.0,Milgram
20862,12226,348,55.0,milgram
20863,12226,15,67.0,milgram
20864,12226,27,-104.0,singer
20865,12226,108,-104.0,pavlov
20866,12226,121,-104.0,yourmom
20868,12226,279,57.0,milgram
20869,12226,99,104.0,milgram
20870,110533,71,59.0,Courbet
20871,110533,42,71.0,courbet
20872,110533,50,69.0,courbet
20873,12230,23,83.0,erikson
20875,12230,10,-87.0,adler
20876,12230,90,-107.0,asler
20877,12230,11,100.0,erikson
20878,12230,129,-124.0,maslow
20879,12230,247,92.0,Erikson
20880,12230,1,-123.0,piaget
20882,12230,42,-69.0,heidegger
20883,12230,63,-124.0,maslow
20884,12230,122,63.0,erikson
20885,12230,50,-124.0,Freud
20886,12230,128,-124.0,Jung
20887,110537,103,-116.0,cycle
20889,110537,180,-116.0,complete
20890,110537,203,28.0,hamiltonian
20891,110537,10,81.0,hamiltonian
20892,110537,131,-54.0,normal
20893,110537,281,-116.0,shortest path
20894,110537,122,-48.0,field
20896,110537,4,110.0,hamiltonian
20897,110537,97,103.0,hamiltonian
20898,110537,66,-111.0,mechanical 
20899,110538,18,90.0,brahms
20900,110538,20,89.0,brahms
20901,110538,43,65.0,brahms
20903,110539,27,116.0,demeter
20904,110539,3,-39.0,aphrodite
20905,110540,3,73.0,titanium
20906,12237,23,77.0,rogers
20907,12237,46,97.0,rogers
20908,12237,22,67.0,rogers
20910,12237,115,-69.0,gestalt
20911,12240,9,84.0,bandura
20912,12240,9,94.0,bandura
20913,12240,88,-71.0,piage
20914,110547,9,101.0,akutagowa
20915,110547,71,79.0,Akutagawa
20917,110547,47,29.0,akutagawa
20918,110548,111,117.0,Berkeley
20919,110548,47,-117.0,Hume
20920,110549,18,91.0,whittier
20921,110549,9,83.0,whittier
20922,110549,43,-80.0,plath
20924,110555,23,15.0,benedict
20925,110555,21,20.0,Ruth Benedict
20926,110555,14,-67.0,Mead
20927,110555,89,-95.0,durkheim
20928,110555,26,95.0,Benedict
20929,110555,70,98.0,benedict
20931,110555,102,96.0,benedict
20932,110555,51,99.0,ruth benedict
20933,110555,66,88.0,benedict
20934,110555,41,-64.0,arendt
20935,110555,12,-72.0,meade
20936,110557,28,-64.0,church
20938,110557,122,93.0,cole
20939,110557,101,89.0,thomas cole
20940,110561,64,74.0,hanseatic league
20941,110561,3,65.0,hanseatic league
20942,12258,9,108.0,Adler
20943,12259,18,73.0,milgram
20945,12259,30,73.0,Milgram
20946,12259,179,69.0,Milgram
20947,12259,233,79.0,milgram
20948,12259,16,74.0,milgram
20949,12259,12,40.0,milgram
20950,12259,190,117.0,milgram
20952,12259,63,84.0,milgram
20953,12259,312,-141.0,skinner
20954,12259,354,136.0,Millgram
20955,12259,79,70.0,milgram
20956,12259,113,111.0,Milgram
20957,12259,46,70.0,milgram
20959,12259,64,131.0,Milgram
20960,12259,280,75.0,Milgram
20961,12259,88,133.0,milgram
20962,12259,156,81.0,milgram
20963,12259,142,74.0,milgram
20964,12259,120,-141.0,asch
20966,12259,66,75.0,Milgram
20967,12259,137,109.0,milgram
20968,12259,333,141.0,stanley milgram
20969,110564,9,110.0,janus
20970,110564,18,74.0,janus
20971,110564,42,78.0,janus
20973,110564,43,93.0,janus
20974,110564,20,93.0,janus
20975,12263,30,23.0,Rhiannon
20976,12264,54,78.0,guru nanak
20977,12264,18,38.0,nanak
20978,12264,1,78.0,guru nanak
20980,12264,251,41.0,guru nanak
20981,110569,23,-38.0,hector
20982,110569,165,-82.0,menelaus
20983,110569,73,-73.0,odysseus
20984,110569,125,-38.0,ajax
20985,110569,54,73.0,nestor
20987,110569,7,-84.0,Menelaus
20988,110569,280,-111.0,agamemnon
20989,110569,4,-100.0,mentor
20990,110569,254,74.0,Nestor
20991,110569,82,-111.0,Homer
20992,110569,102,48.0,nestor
20994,110569,87,-62.0,ajax
20995,110572,53,-100.0,"yulk,"
20996,110572,130,98.0,malinowski
20997,110573,21,-120.0,Parmeninogiana
20998,110573,20,-112.0,tintoretto
20999,110573,35,-122.0,skdlfskdfls
21001,12270,40,82.0,sikhism
21002,12270,31,82.0,sikhism
21003,110575,20,-110.0,sickness unto death
21004,110575,98,110.0,either or
21005,110575,122,-103.0,fear and trembling
21006,12274,30,49.0,Atalanta
21008,12274,9,26.0,Atalanta
21009,12274,40,29.0,atalanta
21010,110581,42,-48.0,aldehydes
21011,110581,47,105.0,ketones
21012,110583,18,-106.0,hastings
21013,12281,32,18.0,thor
21015,12281,34,31.0,thor
21016,12281,4,48.0,thor
21017,12281,282,41.0,thor
21018,12281,120,29.0,thor
21019,12281,175,32.0,Thor
21020,12281,277,30.0,Thor
21022,12281,240,26.0,thor
21023,12281,127,52.0,thor
21024,12281,293,23.0,Thor
21025,12281,241,67.0,thor
21026,12281,31,56.0,thor
21027,110586,9,-81.0,Pisa
21029,110586,71,55.0,Venice
21030,110586,51,120.0,venice
21031,110586,64,124.0,venice
21032,110587,28,61.0,acetylcholine
21033,110588,18,74.0,rosh hashanah
21034,110588,24,79.0,rosh hashanah
21036,110588,43,91.0,rosh hashana
21037,110589,30,80.0,Orlando Furioso
21038,110589,20,94.0,orlando furioso
21039,110589,64,114.0,orlando furioso
21040,110589,10,88.0,orlando furioso
21041,110589,22,52.0,orlando furioso
21043,110589,3,79.0,orlando furioso
21044,110589,115,85.0,orlando furioso
21045,110589,64,-114.0,tamurlane
21046,12291,54,34.0,loki
21047,12291,18,26.0,loki
21048,12291,73,78.0,loki
21050,12292,9,92.0,hypnos
21051,12292,20,75.0,hypnos
21052,12292,10,-47.0,hephaestus
21053,12292,50,-92.0,s
21054,12292,243,-70.0,Sleep
21055,12292,31,71.0,hypnos
21057,12293,40,31.0,bahai
21058,12300,54,-20.0,rama
21059,12300,71,18.0,Krishna
21060,12300,28,48.0,krishna
21061,12300,252,47.0,krishna
21062,12300,393,57.0,Rama
21064,12300,3,61.0,krishna
21065,12300,62,18.0,krishna
21066,12300,4,56.0,krishna
21067,12300,5,61.0,rama
21068,12300,122,51.0,krishna
21069,12300,48,61.0,krishna
21071,12300,40,-20.0,agni
21072,12300,12,41.0,krishna
21073,12303,18,99.0,manichaeism
21074,12303,23,-58.0,druze
21075,12303,54,108.0,manicheanism
21076,12303,9,-108.0,pelagian
21078,110614,21,-50.0,Cantor
21079,110614,22,-48.0,dirichlet
21080,110614,59,-109.0,liebnitz
21081,110614,114,111.0,hilbert
21082,110614,46,-58.0,minkowski
21083,110614,42,51.0,hilbert
21085,12312,23,66.0,priapus
21086,12312,54,61.0,priapus
21087,12312,9,66.0,priapus
21088,12312,73,66.0,priapus
21089,12312,252,54.0,priapus
21090,12312,43,66.0,priapus
21092,12312,40,41.0,priapus
21093,12312,31,55.0,priapus
21094,110617,30,127.0,North Carolina
21095,110617,9,-106.0,new york
21096,110617,20,-127.0, 
21097,110617,28,127.0,south carolina
21099,110617,62,-127.0,pennsylvania
21100,110617,30,127.0,North Carolina
21101,110617,89,113.0,south carolina
21102,110618,9,115.0,playboy of the western world
21103,110618,24,124.0,playboy of the western world
21104,110618,20,123.0,playboy of the western world
21106,110618,62,124.0,playboy of the western world
21107,110623,19,-69.0,hegel
21108,110623,44,123.0,sartre
21109,110623,62,-48.0,kant
21110,110623,0,123.0,sartre
21111,110623,129,123.0,sartre
21113,110623,4,-123.0,husserl
21114,12320,252,40.0,ptah
21115,12320,28,90.0,ptah
21116,12320,64,-90.0,sorbek
21117,12320,1,-90.0,horus
21118,12320,42,-41.0,apep
21120,110625,30,117.0,Allende
21121,110625,18,-117.0,somoza
21122,110625,42,105.0,allende
21123,12326,252,108.0,raven
21124,111281,14,151.0,The Potato Eaters
21125,111281,6,-43.0,milkmaid
21127,111281,33,88.0,Potato Eaters
21128,111281,58,75.0,potato eaters
21129,111281,129,108.0,potato eaters
21130,111281,183,115.0,potato eaters
21131,111281,10,79.0,the potato eaters
21132,111281,0,-35.0,ambassadors
21134,111281,37,164.0,potato eaters
21135,111281,136,-165.0,potato feast
21136,111281,7,165.0,The Potato Eaters
21137,111281,3,144.0,potato eaters
21138,111281,122,-67.0,night cafe
21139,111281,42,75.0,potato eaters
21141,111281,66,156.0,The potato eaters
21142,111281,191,150.0,The Potato Eaters
21143,111281,124,148.0,the potato eaters
21144,110636,27,-116.0,lassalle
21145,110639,23,29.0,gordimer
21146,110639,30,79.0,Gordimer
21148,110639,129,131.0,gordimer
21149,110639,50,-145.0,Allende
21150,12340,54,-70.0,enlil
21151,12340,30,73.0,Enki
21152,12340,20,-73.0,tiamat
21153,12340,34,-73.0,enlil
21155,12340,10,-59.0,marduk
21156,110645,14,110.0,Ethics
21157,110645,53,113.0,Ethics
21158,110645,72,106.0,ethics
21159,110645,28,81.0,ethics
21160,110645,26,113.0,ethics
21162,110645,11,90.0,ethics
21163,110645,98,127.0,ethics
21164,110645,49,115.0,Ethics
21165,110653,73,121.0,Georgia
21166,12351,252,57.0,lot
21167,12351,30,73.0,Lot
21169,12351,27,64.0,lot
21170,12351,40,54.0,lot
21171,12351,251,54.0,lot
21172,12351,33,50.0,Lot
21173,12357,252,64.0,jainism
21174,12357,111,-83.0,Buddhism
21176,12357,43,56.0,jainism
21177,12357,15,-57.0,sikhism
21178,12357,38,80.0,Jainism
21179,12357,252,51.0,jainism
21180,12357,66,83.0,Jainism
21181,12357,102,20.0,jainism
21183,12360,9,54.0,newman
21184,12367,170,114.0, marduk
21185,12367,71,96.0,Marduk
21186,12368,28,30.0,diomedes
21187,12368,252,31.0,diomedes
21188,12368,40,31.0,diomedes
21190,110675,14,28.0,Calvino
21191,110675,20,62.0,calvino
21192,110677,24,-94.0,  kipling
21193,12374,252,-74.0,thanatos
21194,12374,252,70.0,hypnos
21195,12374,30,-62.0,Morpheus
21197,12374,3,87.0,hypnos
21198,12374,40,-45.0,hephaestus
21199,12375,252,89.0,orion
21200,12375,20,92.0,orion
21201,12375,98,82.0,orion
21202,12375,40,86.0,orion
21204,12375,33,89.0,Orion
21205,12381,19,-74.0,heimdall
21206,12381,18,48.0,balder
21207,12381,104,33.0,baler
21208,12381,13,60.0,baldr
21209,12381,56,37.0,baldr
21211,12381,34,46.0,baldr
21212,12381,29,-74.0,Odin
21213,12381,107,54.0,Baldr
21214,12381,38,74.0,Baldr
21215,12381,242,-74.0,odin
21216,12381,277,74.0,Baldur
21218,12381,296,-33.0,heracles
21219,12381,139,68.0,baldur
21220,12381,169,62.0,Balder
21221,12381,102,32.0,baldr
21222,12381,87,67.0,baldr
21223,12381,288,-41.0,Heimdall
21225,110687,43,123.0,cherenkov radiation
21226,110688,30,-108.0,energy of sublimation
21227,110688,28,45.0,lattice energy
21228,110688,10,101.0,lattice energy
21229,110688,1,65.0,lattice energy
21230,12386,252,-50.0,isis
21232,12386,23,47.0,hathor
21233,12386,22,44.0,hathor
21234,12386,30,-84.0,Nephthys
21235,12386,26,71.0,hathor
21236,12386,89,60.0,hathor
21237,12386,3,69.0,hathor
21239,12386,251,-47.0,isis
21240,5868,20,-98.0,esther
21241,5868,33,-68.0,Adam Bede
21242,5868,64,37.0,daniel deronda
21243,5868,42,-100.0,middlemarch
21244,5868,63,-100.0,the mill on the floss
21246,5868,43,-88.0,ivanhoe
21247,5868,16,100.0,daniel deronda
21248,110695,9,-79.0,levi strauss
21249,12393,51,27.0,vishnu
21250,12393,43,40.0,vishnu
21251,12393,1,50.0,vishnu
21253,110698,51,31.0,ganesha
21254,110698,27,106.0,ganesh
21255,12395,23,50.0,guru nanak
21256,12395,14,-68.0,The Bab
21257,12395,28,102.0,guru nanak
21258,12395,33,-95.0,Dev
21260,12395,22,19.0,guru nanak
21261,12395,252,24.0,guru nanak
21262,12395,50,-101.0,Guru
21263,12395,40,45.0,guru nanak
21264,12395,243,70.0,guru nanak
21265,12396,252,32.0,indra
21267,12396,252,11.0,indra
21268,12396,3,15.0,indra
21269,12396,40,20.0,indra
21270,12396,251,11.0,indra
21271,12396,64,45.0,indra
21272,12399,252,25.0,theseus
21274,12399,19,-90.0,perseus
21275,12399,14,18.0,theseus
21276,12399,0,82.0,theseus
21277,12399,46,27.0,theseus
21278,12399,89,90.0,theseus
21279,12399,247,90.0,theseus
21281,12399,252,23.0,theseus
21282,12399,47,19.0,theseus
21283,12399,40,19.0,theseus
21284,12399,115,90.0,theseus
21285,12399,42,26.0,theseus
21286,110706,73,97.0,the egoist
21288,12403,252,13.0,santeria
21289,12403,21,41.0,santuria
21290,12403,248,27.0,santeria
21291,12403,62,-15.0,voodoo
21292,12403,9,-38.0,voodoo
21293,12403,247,95.0,santeria
21295,12403,46,-28.0,voodoo
21296,12403,242,-102.0,voodo
21297,12403,40,18.0,santeria
21298,12403,251,12.0,santeria
21299,12403,115,51.0,santeria
21300,12403,64,50.0,santeria
21302,12404,132,46.0,Ishtar
21303,12404,136,51.0,ishtar
21304,12404,9,99.0,ishtar
21305,12404,79,69.0,ishtar
21306,12404,100,17.0,ishtar
21307,12404,39,109.0,Ishtar
21309,12404,121,111.0,ishtar
21310,12404,252,52.0,ishtar
21311,12404,403,14.0,ishtar
21312,12404,66,-98.0,INana
21313,110711,14,97.0,Lessing
21314,110711,33,74.0,Lessing
21316,12409,28,-64.0,mithras
21317,12409,20,-98.0,pan
21318,12409,98,-70.0,mithras
21319,12409,252,13.0,priapus
21320,12409,251,-15.0,pan
21321,12412,40,20.0,shiva
21323,12414,252,56.0,hadiths
21324,12419,54,87.0,tlaloc
21325,12419,22,-16.0,quetzalcoatl
21326,12419,14,73.0,Tlaloc
21327,12419,53,-84.0,Quetzlcoatl
21328,12419,90,-51.0,aztec
21330,12419,3,61.0,tlaloc
21331,12419,242,100.0,tlaloc
21332,12419,123,-100.0,ahawualpa
21333,12420,252,96.0,krishna
21334,12420,51,50.0,krishna
21335,12420,21,97.0,Krishna
21337,12420,37,29.0,krishna
21338,12420,243,-83.0,arjuna
21339,12420,6,-17.0,buddha
21340,12421,18,44.0,ananzi
21341,12421,252,45.0,anansi
21342,12421,252,51.0,anansi
21344,12421,21,53.0,Anansi
21345,12421,20,58.0,anansi
21346,12421,71,27.0,Anansi
21347,12421,62,-37.0,coyote
21348,12421,393,92.0,Anansi
21349,12421,247,93.0,anansi
21351,12421,4,92.0,anansi
21352,12421,47,93.0,Anansi
21353,12421,112,34.0,anansi
21354,12421,16,51.0,anansi
21355,12421,40,-29.0,coyote
21356,12421,251,42.0,anansi
21358,12421,101,-45.0,anasazi
21359,12422,252,-116.0,endymion
21360,12422,64,85.0,adonais
21361,110731,9,112.0,blaine
21362,12428,252,44.0,isaiah
21363,12428,40,32.0,isaiah
21365,110733,54,138.0,ravel
21366,110733,9,70.0,ravel
21367,110733,1,128.0,ravel
21368,110733,29,142.0,Ravel
21369,12430,252,77.0,shiva
21370,12430,252,-49.0,brahma
21372,12430,20,86.0,shiva
21373,12430,51,57.0,shiva
21374,12430,47,86.0,shiva
21375,12430,64,-62.0,vishnu
21376,12430,251,-59.0,indra
21377,12430,93,-17.0,ahura mazda
21379,12433,9,108.0,Ixion
21380,12433,252,108.0,ixion
21381,12433,10,78.0,ixion
21382,12433,1,108.0,ixion
21383,12433,40,83.0,ixion
21384,12433,251,81.0,ixion
21386,110741,30,-126.0,Boas
21387,110741,2,-126.0,boaz
21388,110741,3,69.0,geertz
21389,110741,131,-123.0,boas
21390,110741,48,-126.0,Boas
21391,12439,179,-47.0,Incas
21393,12439,70,94.0,zoroastrianism
21394,12439,43,49.0,zoroastrianism
21395,12439,9,20.0,zoroastrianism
21396,12439,27,120.0,zoroastrianism
21397,12439,41,-33.0,bahai
21398,12439,113,71.0,Zoroastrianism
21400,12439,251,18.0,zoroastrianism
21401,12439,99,-98.0,jainism
21402,12443,23,62.0,melampus
21403,12443,14,-58.0,Jason
21404,12444,71,-50.0,Enlil
21405,12444,62,-43.0,marduk
21407,12444,47,77.0,enki
21408,12444,251,48.0,ea
21409,12444,113,-77.0,Enlil
21410,12446,252,87.0,nestor
21411,12446,179,89.0,Nestor
21412,12446,16,88.0,nestor
21414,12446,25,-89.0,No idea
21415,12446,10,89.0,nestor
21416,12446,34,-89.0,neoptolemus
21417,12446,148,-89.0,Peleus
21418,12446,135,-89.0,Odysseus
21419,12446,62,-63.0,hercules
21421,12446,156,78.0,nestor
21422,12446,38,-89.0,Achilles
21423,12446,27,-89.0,meneander
21424,12446,120,74.0,nestor
21425,12446,242,89.0,nestor
21426,12446,168,-89.0,agamemnon
21428,12446,251,42.0,nestor
21429,12446,64,89.0,nestor
21430,12446,141,-26.0,achilles
21431,12447,18,71.0,ajax
21432,110755,9,-126.0,pierce
21433,110755,64,-139.0,james
21435,12452,252,41.0,priapus
21436,12454,30,-34.0,Shia Islam
21437,12454,3,67.0,druze
21438,12455,252,50.0,tyr
21439,12455,53,100.0,Tyr
21440,12455,251,52.0,tyr
21442,12458,252,-92.0,cathar
21443,12458,30,96.0,Manichaeanism
21444,12458,47,96.0,manechaeism
21445,12458,251,14.0,manichaeanism
21446,12458,64,-96.0,zoroastrianism
21447,12459,252,12.0,hathor
21449,12459,53,-78.0,Isis
21450,12459,73,78.0,Hathor
21451,12459,119,-78.0,nut
21452,12459,122,8.0,hathor
21453,12459,50,-78.0,Nut
21454,110764,43,73.0,edward the confessor
21456,12465,16,69.0,baldur
21457,12465,111,107.0,Baldr
21458,12465,252,64.0,baldr
21459,12465,115,80.0,baldur
21460,12465,28,91.0,baldur
21461,12465,96,67.0,balder
21463,12465,78,39.0,baldr
21464,12465,217,-67.0,hodr
21465,12465,62,-94.0,hodr
21466,12465,254,64.0,Baldur
21467,12465,71,77.0,Balder
21468,12465,5,64.0,Baldr
21470,12465,142,107.0,baldur
21471,12465,64,107.0,baldur
21472,12465,27,69.0,baldr
21473,12465,344,91.0,Balder
21474,12465,109,93.0,Balder
21475,12465,403,64.0,Baldr
21477,12465,124,84.0,balder
21478,12465,40,35.0,baldur
21479,12465,402,-38.0,Frey
21480,12469,252,66.0,hermes
21481,12469,9,55.0,Hermes
21482,12469,47,62.0,hermes
21484,12469,3,118.0,hermes
21485,12471,252,9.0,freya
21486,12471,18,67.0,freya
21487,12471,30,35.0,Freya
21488,12471,43,16.0,freyr
21489,12471,40,10.0,freya
21491,110780,31,134.0,chronicle of a death foretold
21492,110785,89,109.0,spin
21493,12484,74,69.0, ishtar
21494,12484,21,37.0,Ishtar 
21495,12484,13,49.0,ishtar
21496,12484,96,97.0,ishtar
21498,12484,252,56.0,ishtar
21499,12484,180,74.0,Ishtar
21500,12484,12,112.0,ishtar
21501,12484,34,46.0,ishtar
21502,12484,117,52.0,ishtar
