id,question,user,position,answer,,AvgUserPos,AvgQuestPos,RoundPos,QuestAnswered,UserPercent,QuestPercent
15748,107793,33,112,Velazquez,,52.0,77.0,110.0,592,0.847972972972973,0.8
15749,9496,54,113,ketone,,54.0,113.0,110.0,227,0.7797356828193832,1.0
15751,9496,151,113,ketone,,32.0,113.0,110.0,64,0.6875,1.0
15752,9496,62,113,ketone,,31.0,113.0,110.0,518,0.6621621621621622,1.0
15753,9496,119,113,ketone,,59.0,113.0,110.0,183,0.825136612021858,1.0
15754,9497,14,-51,van der waals,,39.0,-51.0,-50.0,580,0.7310344827586207,0.0
15755,107809,18,98,bacon,,49.0,111.0,100.0,678,0.7817109144542773,1.0
15756,107809,10,124,bacon,,49.0,111.0,120.0,442,0.8076923076923077,1.0
15758,9511,23,-67,imine,,28.0,22.0,-70.0,533,0.7129455909943715,0.5
15759,9511,73,110,Amines,,44.0,22.0,110.0,646,0.7275541795665634,0.5
15760,9519,51,100,entropy,,53.0,112.0,100.0,427,0.8009367681498829,1.0
15761,9519,72,108,entropy,,19.0,112.0,110.0,185,0.6270270270270271,1.0
15762,9519,181,103,entropy,,4.0,112.0,100.0,43,0.5348837209302325,1.0
15763,9519,9,124,entropy,,40.0,112.0,120.0,1128,0.7668439716312057,1.0
15765,9519,35,126,entropy,,5.0,112.0,130.0,144,0.5277777777777778,1.0
15766,9521,30,-106,Wittig,,43.0,-21.0,-110.0,940,0.7680851063829788,0.3333333333333333
15767,9521,9,-62,alkenes,,40.0,-21.0,-60.0,1128,0.7668439716312057,0.3333333333333333
15768,9521,18,106,wittig,,49.0,-21.0,110.0,678,0.7817109144542773,0.3333333333333333
15769,9523,74,48, elecronegativity,,37.0,77.0,50.0,29,0.7241379310344828,0.85
15770,9523,134,121,electronegativity,,75.0,77.0,120.0,43,0.9302325581395349,0.85
15772,9523,164,-53,electron affinity,,-3.0,77.0,-50.0,69,0.4492753623188406,0.85
15773,9523,153,118,electronegativity,,90.0,77.0,120.0,7,1.0,0.85
15774,9523,76,108,electronegativity,,66.0,77.0,110.0,38,0.868421052631579,0.85
15775,9523,0,71,electronegativity,,56.0,77.0,70.0,312,0.8301282051282052,0.85
15776,9523,396,108,electronegativity,,33.0,77.0,110.0,41,0.8536585365853658,0.85
15777,9523,184,129,electronegativity,,60.0,77.0,130.0,4,0.75,0.85
15779,9523,154,113,electronegativity,,77.0,77.0,110.0,18,0.8333333333333334,0.85
15780,9523,46,71,electronegativity,,21.0,77.0,70.0,245,0.6571428571428571,0.85
15781,9523,362,59,electronegativity,,61.0,77.0,60.0,2,1.0,0.85
15782,9523,82,-139,Positivity,,-40.0,77.0,-140.0,37,0.35135135135135137,0.85
15783,9523,220,139,electronegativity,,-4.0,77.0,140.0,17,0.47058823529411764,0.85
15784,9523,167,126,electronegativity,,65.0,77.0,130.0,20,0.8,0.85
15786,9523,400,123,electronegativity,,109.0,77.0,120.0,2,1.0,0.85
15787,9523,121,110,electronegativity,,-10.0,77.0,110.0,55,0.4727272727272727,0.85
15788,9523,344,124,electronegativity,,59.0,77.0,120.0,8,0.875,0.85
15789,9523,208,-71,moment of inertia,,29.0,77.0,-70.0,5,0.6,0.85
15790,9523,347,114,electronegtivity,,9.0,77.0,110.0,6,0.5,0.85
15791,9523,95,121,electonegativity,,-11.0,77.0,120.0,46,0.4782608695652174,0.85
15793,107830,18,99,as i lay dying,,49.0,-13.0,100.0,678,0.7817109144542773,0.3333333333333333
15794,107830,17,-39,the tin drum,,25.0,-13.0,-40.0,83,0.6626506024096386,0.3333333333333333
15795,107830,31,-100,a death in the family,,34.0,-13.0,-100.0,356,0.6657303370786517,0.3333333333333333
15796,9534,73,96,alkyne,,44.0,96.0,100.0,646,0.7275541795665634,1.0
15797,9535,52,65,amines,,29.0,24.0,70.0,370,0.9162162162162162,0.6
15798,9535,244,-42,Alcohol,,14.0,24.0,-40.0,29,0.5862068965517241,0.6
15800,9535,64,-99,alkenes,,62.0,24.0,-100.0,569,0.8295254833040422,0.6
15801,9535,115,99,amine,,64.0,24.0,100.0,249,0.8152610441767069,0.6
15802,9535,43,99,amine,,34.0,24.0,100.0,572,0.701048951048951,0.6
15803,107843,28,88,chomsky,,47.0,73.0,90.0,720,0.7777777777777778,1.0
15804,107843,24,89,chomsky,,50.0,73.0,90.0,404,0.7970297029702971,1.0
15805,107843,14,21,Chomsky,,39.0,73.0,20.0,580,0.7310344827586207,1.0
15807,107843,71,82,Chomsky,,50.0,73.0,80.0,559,0.8103756708407871,1.0
15808,107843,1,83,chomsky,,31.0,73.0,80.0,498,0.6465863453815262,1.0
15809,107846,30,95,anomie,,43.0,13.0,100.0,940,0.7680851063829788,0.5
15810,107846,18,-72,predestination,,49.0,13.0,-70.0,678,0.7817109144542773,0.5
15811,107846,24,-65,suicide,,50.0,13.0,-70.0,404,0.7970297029702971,0.5
15812,107846,10,94,anomie,,49.0,13.0,90.0,442,0.8076923076923077,0.5
15814,12514,88,-105,roc,,60.0,-105.0,-110.0,240,0.7791666666666667,0.0
15815,107854,52,32,bostonians,,29.0,32.0,30.0,370,0.9162162162162162,0.75
15816,107854,23,-80,hazard of new fortunes,,28.0,32.0,-80.0,533,0.7129455909943715,0.75
15817,107854,0,87,bostonians,,56.0,32.0,90.0,312,0.8301282051282052,0.75
15818,107854,62,90,the bostonians,,31.0,32.0,90.0,518,0.6621621621621622,0.75
15819,107859,14,119,Cortazar,,39.0,119.0,120.0,580,0.7310344827586207,1.0
15821,107859,147,119,Cortazar,,27.0,119.0,120.0,49,0.673469387755102,1.0
15822,107859,61,119,cortazar,,51.0,119.0,120.0,27,0.8148148148148148,1.0
15823,107859,39,119,Cortazar,,25.0,119.0,120.0,85,0.6235294117647059,1.0
15824,107859,40,117,cortazar,,49.0,119.0,120.0,149,0.87248322147651,1.0
15825,107861,30,116,Jamaica,,43.0,111.0,120.0,940,0.7680851063829788,1.0
15826,107861,18,102,jamaica,,49.0,111.0,100.0,678,0.7817109144542773,1.0
15828,107861,27,116,jamaica,,35.0,111.0,120.0,370,0.6648648648648648,1.0
15829,107864,9,-88,idk,,40.0,-88.0,-90.0,1128,0.7668439716312057,0.0
15830,107867,64,51,things fall apart,,62.0,9.0,50.0,569,0.8295254833040422,0.5
15831,107867,31,-33,okonkwo,,34.0,9.0,-30.0,356,0.6657303370786517,0.5
15832,107868,51,-67,velvet revolution,,53.0,26.0,-70.0,427,0.8009367681498829,0.75
15833,107868,23,38,prague spring,,28.0,26.0,40.0,533,0.7129455909943715,0.75
15835,107868,247,88,Prague Spring,,36.0,26.0,90.0,135,0.674074074074074,0.75
15836,107868,130,45,prague spring,,38.0,26.0,50.0,111,0.6936936936936937,0.75
15837,107869,42,106,cholesterol,,51.0,106.0,110.0,661,0.800302571860817,1.0
15838,107872,14,95,Snake RIver,,39.0,95.0,100.0,580,0.7310344827586207,1.0
15839,107879,170,19, neutrino,,95.0,-18.0,20.0,27,0.9629629629629629,0.5
15840,107879,62,-54,electron,,31.0,-18.0,-50.0,518,0.6621621621621622,0.5
15842,107881,31,99,the tin drum,,34.0,99.0,100.0,356,0.6657303370786517,1.0
15843,107886,53,109,Bryant,,-19.0,18.0,110.0,175,0.42857142857142855,0.5
15844,107886,98,109,bryant,,50.0,18.0,110.0,376,0.7340425531914894,0.5
15845,107886,50,-109,Butler,,-21.0,18.0,-110.0,289,0.3771626297577855,0.5
15846,107886,12,-37,hardy,,31.0,18.0,-40.0,153,0.6862745098039216,0.5
15847,107888,53,122,Krishna,,-19.0,82.0,120.0,175,0.42857142857142855,0.8571428571428571
15849,107888,10,119,krishna,,49.0,82.0,120.0,442,0.8076923076923077,0.8571428571428571
15850,107888,114,47,krishna,,51.0,82.0,50.0,142,0.7746478873239436,0.8571428571428571
15851,107888,80,-44,ganesh,,33.0,82.0,-40.0,134,0.7388059701492538,0.8571428571428571
15852,107888,98,122,krishna,,50.0,82.0,120.0,376,0.7340425531914894,0.8571428571428571
15853,107888,42,122,krishna,,51.0,82.0,120.0,661,0.800302571860817,0.8571428571428571
15854,107888,102,86,krishna,,72.0,82.0,90.0,57,0.9298245614035088,0.8571428571428571
15856,107890,112,82,neruda,,59.0,63.0,80.0,147,0.8639455782312925,0.8461538461538461
15857,107890,233,108,neruda,,89.0,63.0,110.0,51,0.9019607843137255,0.8461538461538461
15858,107890,96,87,neruda,,38.0,63.0,90.0,70,0.6714285714285714,0.8461538461538461
15859,107890,71,55,Neruda,,50.0,63.0,60.0,559,0.8103756708407871,0.8461538461538461
15860,107890,92,84,neruda,,56.0,63.0,80.0,80,0.775,0.8461538461538461
15861,107890,154,102,neruda,,77.0,63.0,100.0,18,0.8333333333333334,0.8461538461538461
15863,107890,30,101,Neruda,,43.0,63.0,100.0,940,0.7680851063829788,0.8461538461538461
15864,107890,122,121,neruda,,48.0,63.0,120.0,238,0.7521008403361344,0.8461538461538461
15865,107890,5,-121,Oliver Wendell Holmes,,39.0,63.0,-120.0,138,0.7246376811594203,0.8461538461538461
15866,107890,42,-68,tennyson,,51.0,63.0,-70.0,661,0.800302571860817,0.8461538461538461
15867,107890,174,83,Neruda,,56.0,63.0,80.0,32,0.90625,0.8461538461538461
15868,107890,28,75,neruda,,47.0,63.0,80.0,720,0.7777777777777778,0.8461538461538461
15870,107890,87,108,neruda,,11.0,63.0,110.0,41,0.5365853658536586,0.8461538461538461
15871,107906,1,-120,w,,31.0,0.0,-120.0,498,0.6465863453815262,0.5
15872,107906,20,120,battle of the boyne,,56.0,0.0,120.0,707,0.7906647807637907,0.5
15873,12523,34,44,marduk,,26.0,3.0,40.0,61,0.639344262295082,0.6666666666666666
15874,12523,252,39,marduk,,42.0,3.0,40.0,228,0.8640350877192983,0.6666666666666666
15875,12523,88,-73,gilgamesh,,60.0,3.0,-70.0,240,0.7791666666666667,0.6666666666666666
15877,107910,23,-16,middletown,,28.0,62.0,-20.0,533,0.7129455909943715,0.8571428571428571
15878,107910,20,103,brave new world,,56.0,62.0,100.0,707,0.7906647807637907,0.8571428571428571
15879,107910,14,54,Brave New World,,39.0,62.0,50.0,580,0.7310344827586207,0.8571428571428571
15880,107910,73,106,Brave New World,,44.0,62.0,110.0,646,0.7275541795665634,0.8571428571428571
15881,107910,30,38,Brave New World,,43.0,62.0,40.0,940,0.7680851063829788,0.8571428571428571
15882,107910,98,103,bave new world,,50.0,62.0,100.0,376,0.7340425531914894,0.8571428571428571
15884,107910,122,44,brave new world,,48.0,62.0,40.0,238,0.7521008403361344,0.8571428571428571
15885,107914,98,119,great expectations,,50.0,119.0,120.0,376,0.7340425531914894,1.0
15886,9611,9,101,clouds,,40.0,101.0,100.0,1128,0.7668439716312057,1.0
15887,107918,30,25,Brandenburg concertos,,43.0,57.0,30.0,940,0.7680851063829788,1.0
15888,107918,20,101,brandenburg concertos,,56.0,57.0,100.0,707,0.7906647807637907,1.0
15889,107918,62,74,brandenburg concertos,,31.0,57.0,70.0,518,0.6621621621621622,1.0
15891,107918,3,29,brandenburg concerti,,50.0,57.0,30.0,802,0.7830423940149626,1.0
15892,107919,71,66,Whiskey Rebellion,,50.0,66.0,70.0,559,0.8103756708407871,1.0
15893,107920,18,82,fermi,,49.0,82.0,80.0,678,0.7817109144542773,1.0
15894,107923,62,-98,hanukkah,,31.0,4.0,-100.0,518,0.6621621621621622,0.6666666666666666
15895,107923,1,20,rosh hashanah,,31.0,4.0,20.0,498,0.6465863453815262,0.6666666666666666
15896,107923,42,91,rosh hashannah,,51.0,4.0,90.0,661,0.800302571860817,0.6666666666666666
15898,107925,98,-51, ,,50.0,36.0,-50.0,376,0.7340425531914894,0.6666666666666666
15899,107925,1,104,christina's world,,31.0,36.0,100.0,498,0.6465863453815262,0.6666666666666666
15900,107925,42,56,christina's world,,51.0,36.0,60.0,661,0.800302571860817,0.6666666666666666
15901,9624,30,82,feldspar,,43.0,74.0,80.0,940,0.7680851063829788,1.0
15902,9624,23,82,feldspar,,28.0,74.0,80.0,533,0.7129455909943715,1.0
15903,9624,28,44,feldspar,,47.0,74.0,40.0,720,0.7777777777777778,1.0
15905,9624,89,76,feldspar,,27.0,74.0,80.0,188,0.6542553191489362,1.0
15906,9624,73,82,feldspar,,44.0,74.0,80.0,646,0.7275541795665634,1.0
15907,9624,43,67,feldspar,,34.0,74.0,70.0,572,0.701048951048951,1.0
15908,9624,167,82,quartz,,65.0,74.0,80.0,20,0.8,1.0
15909,107929,64,107,taiping rebellion,,62.0,0.0,110.0,569,0.8295254833040422,0.5
15910,107929,43,-107,white lotus rebellion,,34.0,0.0,-110.0,572,0.701048951048951,0.5
15912,12527,40,87,hermes,,49.0,87.0,90.0,149,0.87248322147651,1.0
15913,107938,23,68,themistocles,,28.0,-28.0,70.0,533,0.7129455909943715,0.4
15914,107938,22,84,themistocles,,52.0,-28.0,80.0,281,0.896797153024911,0.4
15915,107938,33,-100,Cleisthenes,,52.0,-28.0,-100.0,592,0.847972972972973,0.4
15916,107938,10,81,themistocles,,49.0,-28.0,80.0,442,0.8076923076923077,0.4
15917,107938,70,56,themistocles,,76.0,-28.0,60.0,128,0.875,0.4
15919,107938,30,-100,Pericles,,43.0,-28.0,-100.0,940,0.7680851063829788,0.4
15920,107938,136,-100,theseus,,44.0,-28.0,-100.0,46,0.717391304347826,0.4
15921,107938,1,-80,j,,31.0,-28.0,-80.0,498,0.6465863453815262,0.4
15922,107938,3,-85,alcibiades,,50.0,-28.0,-90.0,802,0.7830423940149626,0.4
15923,107938,15,-100,perseus,,46.0,-28.0,-100.0,76,0.75,0.4
15924,107942,14,101,Nernst,,39.0,101.0,100.0,580,0.7310344827586207,1.0
15926,107943,28,100,egoist,,47.0,100.0,100.0,720,0.7777777777777778,1.0
15927,107943,3,100,egoist,,50.0,100.0,100.0,802,0.7830423940149626,1.0
15928,107953,30,117,Murakami,,43.0,47.0,120.0,940,0.7680851063829788,0.5
15929,107953,3,-24,joyce,,50.0,47.0,-20.0,802,0.7830423940149626,0.5
15930,107954,18,-105,nicea,,49.0,-34.0,-110.0,678,0.7817109144542773,0.3333333333333333
15931,107954,73,-99,Lateran council,,44.0,-34.0,-100.0,646,0.7275541795665634,0.3333333333333333
15933,107954,70,100,chalcedon,,76.0,-34.0,100.0,128,0.875,0.3333333333333333
15934,107954,11,105,chalcedon,,54.0,-34.0,110.0,161,0.8012422360248447,0.3333333333333333
15935,107954,64,-101,nicea,,62.0,-34.0,-100.0,569,0.8295254833040422,0.3333333333333333
15936,107954,3,-101,nicea,,50.0,-34.0,-100.0,802,0.7830423940149626,0.3333333333333333
15937,107955,51,75,hall effect,,53.0,55.0,80.0,427,0.8009367681498829,1.0
15938,107955,14,35,Hall Effect,,39.0,55.0,40.0,580,0.7310344827586207,1.0
15940,107958,18,78,war of the pacific,,49.0,47.0,80.0,678,0.7817109144542773,0.8
15941,107958,51,99,war of the pacific,,53.0,47.0,100.0,427,0.8009367681498829,0.8
15942,107958,71,74,War of the Pacific,,50.0,47.0,70.0,559,0.8103756708407871,0.8
15943,107958,42,65,war of the pacific,,51.0,47.0,70.0,661,0.800302571860817,0.8
15944,107958,17,-80,Inca,,25.0,47.0,-80.0,83,0.6626506024096386,0.8
15945,107959,30,94,Nestor,,43.0,44.0,90.0,940,0.7680851063829788,0.7142857142857143
15947,107959,20,-91,priam,,56.0,44.0,-90.0,707,0.7906647807637907,0.7142857142857143
15948,107959,70,92,nestor,,76.0,44.0,90.0,128,0.875,0.7142857142857143
15949,107959,89,115,nestor,,27.0,44.0,120.0,188,0.6542553191489362,0.7142857142857143
15950,107959,147,-115,Hylaeus,,27.0,44.0,-120.0,49,0.673469387755102,0.7142857142857143
15951,107959,132,-115,Ajax,,45.0,44.0,-120.0,126,0.7222222222222222,0.7142857142857143
15952,107959,118,108,nestor,,80.0,44.0,110.0,14,0.9285714285714286,0.7142857142857143
15954,107959,41,94,nestor,,61.0,44.0,90.0,91,0.8461538461538461,0.7142857142857143
15955,107959,62,95,nestor,,31.0,44.0,100.0,518,0.6621621621621622,0.7142857142857143
15956,107959,5,-101,Pylos,,39.0,44.0,-100.0,138,0.7246376811594203,0.7142857142857143
15957,107959,10,101,nestor,,49.0,44.0,100.0,442,0.8076923076923077,0.7142857142857143
15958,107959,98,115,nestor,,50.0,44.0,120.0,376,0.7340425531914894,0.7142857142857143
15959,107959,27,115,nestor,,35.0,44.0,120.0,370,0.6648648648648648,0.7142857142857143
15961,107959,124,115,nestor,,55.0,44.0,120.0,96,0.75,0.7142857142857143
15962,7071,19,122,disgrace,,36.0,122.0,120.0,470,0.6829787234042554,1.0
15963,9660,51,22,feldspar,,53.0,6.0,20.0,427,0.8009367681498829,0.5714285714285714
15964,9660,9,-79,silicates,,40.0,6.0,-80.0,1128,0.7668439716312057,0.5714285714285714
15965,9660,14,66,feldspar,,39.0,6.0,70.0,580,0.7310344827586207,0.5714285714285714
15966,9660,53,-13,hmg,,-19.0,6.0,-10.0,175,0.42857142857142855,0.5714285714285714
15968,9660,46,47,feldspar,,21.0,6.0,50.0,245,0.6571428571428571,0.5714285714285714
15969,9660,72,-79,silicates,,19.0,6.0,-80.0,185,0.6270270270270271,0.5714285714285714
15970,9660,48,79,feldspar,,14.0,6.0,80.0,88,0.5568181818181818,0.5714285714285714
15971,107968,30,-132,Doppler,,43.0,-132.0,-130.0,940,0.7680851063829788,0.0
15972,107968,62,-132,kepler,,31.0,-132.0,-130.0,518,0.6621621621621622,0.0
15973,107968,1,-132,s,,31.0,-132.0,-130.0,498,0.6465863453815262,0.0
15975,107972,18,120,crane,,49.0,127.0,120.0,678,0.7817109144542773,1.0
15976,107972,88,135,crane,,60.0,127.0,140.0,240,0.7791666666666667,1.0
15977,107972,47,125,crane,,59.0,127.0,130.0,428,0.7897196261682243,1.0
15978,107978,98,-81,euripides,,50.0,14.0,-80.0,376,0.7340425531914894,0.5
15979,107978,42,109,sophocles,,51.0,14.0,110.0,661,0.800302571860817,0.5
15980,9677,20,100,snow,,56.0,100.0,100.0,707,0.7906647807637907,1.0
15982,107984,111,88,Bose-Einstein Condensate,,17.0,31.0,90.0,113,0.5663716814159292,0.7727272727272727
15983,107984,165,32,bose einstein condensate,,48.0,31.0,30.0,24,0.75,0.7727272727272727
15984,107984,54,84,bose-einstein condensate,,54.0,31.0,80.0,227,0.7797356828193832,0.7727272727272727
15985,107984,26,-84,plasma,,56.0,31.0,-80.0,141,0.7588652482269503,0.7727272727272727
15986,107984,30,78,Bose-Einstein condensate,,43.0,31.0,80.0,940,0.7680851063829788,0.7727272727272727
15987,107984,112,29,bose einstein condensate,,59.0,31.0,30.0,147,0.8639455782312925,0.7727272727272727
15989,107984,52,49,bec,,29.0,31.0,50.0,370,0.9162162162162162,0.7727272727272727
15990,107984,12,62,BoseEinstein condensate,,31.0,31.0,60.0,153,0.6862745098039216,0.7727272727272727
15991,107984,28,50,bose einstein condensate,,47.0,31.0,50.0,720,0.7777777777777778,0.7727272727272727
15992,107984,183,28,bose einstein condensate,,62.0,31.0,30.0,63,0.8095238095238095,0.7727272727272727
15993,107984,135,63,Bose-Einstein Condensate,,-11.0,31.0,60.0,60,0.45,0.7727272727272727
15994,107984,143,-23,nope,,29.0,31.0,-20.0,53,0.5849056603773585,0.7727272727272727
15996,107984,80,50,bec,,33.0,31.0,50.0,134,0.7388059701492538,0.7727272727272727
15997,107984,144,52,bose-einsten condensate,,74.0,31.0,50.0,55,0.9090909090909091,0.7727272727272727
15998,107984,14,48,Bose-Einstein Condensate,,39.0,31.0,50.0,580,0.7310344827586207,0.7727272727272727
15999,107984,82,-97,plasma,,-40.0,31.0,-100.0,37,0.35135135135135137,0.7727272727272727
16000,107984,31,86,bose-einstein condensate,,34.0,31.0,90.0,356,0.6657303370786517,0.7727272727272727
16001,107984,84,82,bose-einstein condensate,,38.0,31.0,80.0,30,0.7333333333333333,0.7727272727272727
16003,107984,68,97,bose-einstien condensate,,-63.0,31.0,100.0,28,0.21428571428571427,0.7727272727272727
16004,107984,102,81,bose einstein condensate,,72.0,31.0,80.0,57,0.9298245614035088,0.7727272727272727
16005,107984,295,-81,absolute zero,,-51.0,31.0,-80.0,11,0.36363636363636365,0.7727272727272727
16006,107984,95,-97,bose,,-11.0,31.0,-100.0,46,0.4782608695652174,0.7727272727272727
16007,107989,51,70,ester,,53.0,70.0,70.0,427,0.8009367681498829,1.0
16008,107991,98,100,pictures at an exhibition,,50.0,100.0,100.0,376,0.7340425531914894,1.0
16010,9691,14,-68,merge sort,,39.0,-20.0,-70.0,580,0.7310344827586207,0.5
16011,9691,40,28,quicksort,,49.0,-20.0,30.0,149,0.87248322147651,0.5
16012,7077,18,110,puig,,49.0,107.0,110.0,678,0.7817109144542773,1.0
16013,7077,20,112,puig,,56.0,107.0,110.0,707,0.7906647807637907,1.0
16014,7077,3,99,puig,,50.0,107.0,100.0,802,0.7830423940149626,1.0
16015,108008,14,100,Shiloh,,39.0,100.0,100.0,580,0.7310344827586207,1.0
16017,108010,23,72,baikal,,28.0,83.0,70.0,533,0.7129455909943715,1.0
16018,108010,9,101,baikal,,40.0,83.0,100.0,1128,0.7668439716312057,1.0
16019,108010,28,95,baikal,,47.0,83.0,100.0,720,0.7777777777777778,1.0
16020,108010,119,36,lake baikal,,59.0,83.0,40.0,183,0.825136612021858,1.0
16021,108010,43,94,baikal,,34.0,83.0,90.0,572,0.701048951048951,1.0
16022,108010,47,101,lake baikal,,59.0,83.0,100.0,428,0.7897196261682243,1.0
16024,108011,62,-43,frigg,,31.0,7.0,-40.0,518,0.6621621621621622,0.5
16025,108011,42,57,freya,,51.0,7.0,60.0,661,0.800302571860817,0.5
16026,108012,14,78,Mahfouz,,39.0,82.0,80.0,580,0.7310344827586207,1.0
16027,108012,98,86,mafouz,,50.0,82.0,90.0,376,0.7340425531914894,1.0
16028,108016,52,25,australia,,29.0,59.0,30.0,370,0.9162162162162162,1.0
16029,108016,23,35,australia,,28.0,59.0,40.0,533,0.7129455909943715,1.0
16031,108016,33,32,Australia,,52.0,59.0,30.0,592,0.847972972972973,1.0
16032,108016,119,85,australia,,59.0,59.0,90.0,183,0.825136612021858,1.0
16033,108016,0,33,australia,,56.0,59.0,30.0,312,0.8301282051282052,1.0
16034,108016,98,100,australia,,50.0,59.0,100.0,376,0.7340425531914894,1.0
16035,108016,27,75,australia,,35.0,59.0,80.0,370,0.6648648648648648,1.0
16036,108016,89,89, australia,,27.0,59.0,90.0,188,0.6542553191489362,1.0
16038,108019,71,110,Equus,,50.0,28.0,110.0,559,0.8103756708407871,0.5
16039,108019,10,-27,fahrenheit 451,,49.0,28.0,-30.0,442,0.8076923076923077,0.5
16040,108019,0,-81,rhinoceros,,56.0,28.0,-80.0,312,0.8301282051282052,0.5
16041,108019,26,110,equus,,56.0,28.0,110.0,141,0.7588652482269503,0.5
16042,108027,19,73,dead souls,,36.0,74.0,70.0,470,0.6829787234042554,1.0
16043,108027,24,74,dead souls,,50.0,74.0,70.0,404,0.7970297029702971,1.0
16045,9724,252,19,fundamental theorem of algebra,,42.0,19.0,20.0,228,0.8640350877192983,1.0
16046,9724,252,18,fundamental theorem of algebra,,42.0,19.0,20.0,228,0.8640350877192983,1.0
16047,9728,111,-24,totient phi,,17.0,-21.0,-20.0,113,0.5663716814159292,0.3333333333333333
16048,9728,20,-111,harmonic,,56.0,-21.0,-110.0,707,0.7906647807637907,0.3333333333333333
16049,9728,251,72,riemann zeta function,,31.0,-21.0,70.0,88,0.875,0.3333333333333333
16050,9733,14,90,Bessel function,,39.0,-13.0,90.0,580,0.7310344827586207,0.5
16052,9733,243,-116,Joule,,7.0,-13.0,-120.0,139,0.5323741007194245,0.5
16053,7084,24,117,bend in the river,,50.0,65.0,120.0,404,0.7970297029702971,0.6666666666666666
16054,7084,46,-39,1984,,21.0,65.0,-40.0,245,0.6571428571428571,0.6666666666666666
16055,7084,0,116,a bend in the river,,56.0,65.0,120.0,312,0.8301282051282052,0.6666666666666666
16056,9739,252,51,euler,,42.0,35.0,50.0,228,0.8640350877192983,1.0
16057,9739,251,39,euler,,31.0,35.0,40.0,88,0.875,1.0
16059,9739,243,14,euler,,7.0,35.0,10.0,139,0.5323741007194245,1.0
16060,9741,30,-62,Fermat,,43.0,51.0,-60.0,940,0.7680851063829788,0.8333333333333334
16061,9741,18,81,euler,,49.0,51.0,80.0,678,0.7817109144542773,0.8333333333333334
16062,9741,9,81,euler,,40.0,51.0,80.0,1128,0.7668439716312057,0.8333333333333334
16063,9741,1,48,euler,,31.0,51.0,50.0,498,0.6465863453815262,0.8333333333333334
16064,9741,42,81,euler,,51.0,51.0,80.0,661,0.800302571860817,0.8333333333333334
16066,9741,31,78,euler,,34.0,51.0,80.0,356,0.6657303370786517,0.8333333333333334
16067,108047,33,62,Las Meninas,,52.0,59.0,60.0,592,0.847972972972973,1.0
16068,108047,43,55,las meninas,,34.0,59.0,60.0,572,0.701048951048951,1.0
16069,108060,12,-107,the eve of saint agnes,,31.0,-107.0,-110.0,153,0.6862745098039216,0.0
16070,108063,18,97,stern-gerlach,,49.0,3.0,100.0,678,0.7817109144542773,0.5
16071,108063,30,-91,cathode ray tube,,43.0,3.0,-90.0,940,0.7680851063829788,0.5
16073,9760,9,18,euler,,40.0,29.0,20.0,1128,0.7668439716312057,1.0
16074,9760,28,23,euler,,47.0,29.0,20.0,720,0.7777777777777778,1.0
16075,9760,23,12,euler,,28.0,29.0,10.0,533,0.7129455909943715,1.0
16076,9760,20,62,euler,,56.0,29.0,60.0,707,0.7906647807637907,1.0
16077,9761,28,44,eigenvalues,,47.0,41.0,40.0,720,0.7777777777777778,1.0
16078,9761,73,46,eigenvalues,,44.0,41.0,50.0,646,0.7275541795665634,1.0
16080,9761,251,33,eigenvalues,,31.0,41.0,30.0,88,0.875,1.0
16081,110854,18,57,seth,,49.0,29.0,60.0,678,0.7817109144542773,0.8
16082,110854,9,-133,Naipal,,40.0,29.0,-130.0,1128,0.7668439716312057,0.8
16083,110854,28,61,seth,,47.0,29.0,60.0,720,0.7777777777777778,0.8
16084,110854,10,100,seth,,49.0,29.0,100.0,442,0.8076923076923077,0.8
16085,110854,0,58,seth,,56.0,29.0,60.0,312,0.8301282051282052,0.8
16087,9775,73,74,euler characteristic,,44.0,27.0,70.0,646,0.7275541795665634,0.6666666666666666
16088,9775,33,72,Euler characteristics,,52.0,27.0,70.0,592,0.847972972972973,0.6666666666666666
16089,9775,46,-36,four,,21.0,27.0,-40.0,245,0.6571428571428571,0.6666666666666666
16090,9775,10,82,euler's number,,49.0,27.0,80.0,442,0.8076923076923077,0.6666666666666666
16091,9775,164,-96,gauss,,-3.0,27.0,-100.0,69,0.4492753623188406,0.6666666666666666
16092,9775,251,66,euler characteristic,,31.0,27.0,70.0,88,0.875,0.6666666666666666
16094,108082,9,83,moon,,40.0,93.0,80.0,1128,0.7668439716312057,1.0
16095,108082,24,85,moon,,50.0,93.0,90.0,404,0.7970297029702971,1.0
16096,108082,73,112,the moon,,44.0,93.0,110.0,646,0.7275541795665634,1.0
16097,108082,64,108,moon,,62.0,93.0,110.0,569,0.8295254833040422,1.0
16098,108082,28,57,moon,,47.0,93.0,60.0,720,0.7777777777777778,1.0
16099,108082,98,112,moon,,50.0,93.0,110.0,376,0.7340425531914894,1.0
16101,9781,252,-50,travelling salesman,,42.0,9.0,-50.0,228,0.8640350877192983,0.5
16102,9781,40,68,traveling salesman,,49.0,9.0,70.0,149,0.87248322147651,0.5
16103,108086,51,-126,manet,,53.0,27.0,-130.0,427,0.8009367681498829,0.6666666666666666
16104,108086,180,30,Titian,,46.0,27.0,30.0,44,0.7954545454545454,0.6666666666666666
16105,108086,35,129,titian,,5.0,27.0,130.0,144,0.5277777777777778,0.6666666666666666
